"unitid","institution name","year","S2020_IS.Instructional staff category","S2020_IS.Grand total","S2020_IS.Grand total men","S2020_IS.Grand total women","S2020_IS.American Indian or Alaska Native total","S2020_IS.American Indian or Alaska Native men","S2020_IS.American Indian or Alaska Native women","S2020_IS.Asian total","S2020_IS.Asian men","S2020_IS.Asian women","S2020_IS.Black or African American total","S2020_IS.Black or African American men","S2020_IS.Black or African American women","S2020_IS.Hispanic or Latino total","S2020_IS.Hispanic or Latino men","S2020_IS.Hispanic or Latino women","S2020_IS.Native Hawaiian or Other Pacific Islander total","S2020_IS.Native Hawaiian or Other Pacific Islander men","S2020_IS.Native Hawaiian or Other Pacific Islander women","S2020_IS.White total","S2020_IS.White men","S2020_IS.White women","S2020_IS.Two or more races total","S2020_IS.Two or more races men","S2020_IS.Two or more races women","S2020_IS.Race/ethnicity unknown total","S2020_IS.Race/ethnicity unknown men","S2020_IS.Race/ethnicity unknown women","S2020_IS.Nonresident alien total","S2020_IS.Nonresident alien men","S2020_IS.Nonresident alien women","IDX_HR"
"110097","Biola University","2020","Tenured total","53","45","8","0","0","0","5","3","2","2","1","1","2","1","1","1","1","0","43","39","4","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2020","Tenured, professors","43","37","6","0","0","0","4","2","2","0","0","0","2","1","1","1","1","0","36","33","3","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2020","Tenured, associate professors","10","8","2","0","0","0","1","1","0","2","1","1","0","0","0","0","0","0","7","6","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2020","On-Tenure track total","159","81","78","2","0","2","27","12","15","6","4","2","8","4","4","0","0","0","96","51","45","0","0","0","19","10","9","1","0","1","-2"
"110097","Biola University","2020","On-tenure track, professors","12","11","1","0","0","0","4","3","1","0","0","0","1","1","0","0","0","0","5","5","0","0","0","0","2","2","0","0","0","0","-2"
"110097","Biola University","2020","On-tenure track, associate professors","94","45","49","2","0","2","13","4","9","4","3","1","6","2","4","0","0","0","59","31","28","0","0","0","10","5","5","0","0","0","-2"
"110097","Biola University","2020","On-tenure track, assistant professors","42","20","22","0","0","0","8","3","5","2","1","1","1","1","0","0","0","0","23","12","11","0","0","0","7","3","4","1","0","1","-2"
"110097","Biola University","2020","On-tenure track, instructors","11","5","6","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","9","3","6","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","Tenured total","466","315","151","3","2","1","55","36","19","6","5","1","27","18","9","0","0","0","350","235","115","4","3","1","19","14","5","2","2","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","Tenured, professors","320","228","92","1","1","0","38","24","14","4","4","0","17","12","5","0","0","0","244","174","70","3","3","0","13","10","3","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","Tenured, associate professors","144","85","59","2","1","1","17","12","5","2","1","1","10","6","4","0","0","0","104","59","45","1","0","1","6","4","2","2","2","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","Tenured, no academic rank","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","On-Tenure track total","206","109","97","1","1","0","21","10","11","10","5","5","6","3","3","0","0","0","130","70","60","3","1","2","16","8","8","19","11","8","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","On-tenure track, professors","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","On-tenure track, associate professors","21","13","8","0","0","0","3","3","0","1","1","0","2","0","2","0","0","0","14","9","5","0","0","0","1","0","1","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","On-tenure track, assistant professors","182","94","88","1","1","0","18","7","11","9","4","5","4","3","1","0","0","0","113","59","54","3","1","2","15","8","7","19","11","8","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","Not on tenure track/No tenure system system total","209","128","81","0","0","0","6","2","4","4","4","0","5","3","2","0","0","0","169","100","69","2","2","0","12","9","3","11","8","3","-2"
"110422","California Polytechnic State University-San Luis Obispo","2020","Not on tenure/no tenure system, lecturers","209","128","81","0","0","0","6","2","4","4","4","0","5","3","2","0","0","0","169","100","69","2","2","0","12","9","3","11","8","3","-2"
"111948","Chapman University","2020","Tenured total","246","157","89","0","0","0","20","9","11","8","6","2","10","6","4","0","0","0","177","119","58","4","2","2","26","15","11","1","0","1","-2"
"111948","Chapman University","2020","Tenured, professors","135","99","36","0","0","0","11","5","6","4","3","1","4","3","1","0","0","0","99","77","22","2","1","1","15","10","5","0","0","0","-2"
"111948","Chapman University","2020","Tenured, associate professors","111","58","53","0","0","0","9","4","5","4","3","1","6","3","3","0","0","0","78","42","36","2","1","1","11","5","6","1","0","1","-2"
"111948","Chapman University","2020","On-Tenure track total","99","49","50","0","0","0","10","2","8","1","0","1","5","2","3","0","0","0","40","20","20","0","0","0","26","16","10","17","9","8","-2"
"111948","Chapman University","2020","On-tenure track, associate professors","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","2","1","1","0","0","0","-2"
"111948","Chapman University","2020","On-tenure track, assistant professors","93","46","47","0","0","0","10","2","8","1","0","1","5","2","3","0","0","0","36","18","18","0","0","0","24","15","9","17","9","8","-2"
"111948","Chapman University","2020","Not on tenure track/No tenure system system total","199","100","99","0","0","0","23","11","12","4","3","1","8","4","4","1","0","1","109","54","55","3","1","2","48","26","22","3","1","2","-2"
"111948","Chapman University","2020","Not on tenure/no tenure system, professors","25","13","12","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","23","12","11","0","0","0","1","1","0","0","0","0","-2"
"111948","Chapman University","2020","Not on tenure/no tenure system, associate professors","40","22","18","0","0","0","5","2","3","1","1","0","1","0","1","0","0","0","25","14","11","1","1","0","6","4","2","1","0","1","-2"
"111948","Chapman University","2020","Not on tenure/no tenure system, assistant professors","104","47","57","0","0","0","16","9","7","2","1","1","5","3","2","1","0","1","47","19","28","2","0","2","30","14","16","1","1","0","-2"
"111948","Chapman University","2020","Not on tenure/no tenure system, instructors","26","14","12","0","0","0","1","0","1","0","0","0","2","1","1","0","0","0","12","7","5","0","0","0","10","6","4","1","0","1","-2"
"111948","Chapman University","2020","Not on tenure/no tenure system, no academic rank","4","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","-2"
"112260","Claremont McKenna College","2020","Tenured total","112","79","33","0","0","0","14","7","7","3","2","1","6","6","0","0","0","0","83","60","23","1","0","1","4","3","1","1","1","0","-2"
"112260","Claremont McKenna College","2020","Tenured, professors","62","46","16","0","0","0","6","3","3","2","1","1","2","2","0","0","0","0","50","38","12","0","0","0","2","2","0","0","0","0","-2"
"112260","Claremont McKenna College","2020","Tenured, associate professors","50","33","17","0","0","0","8","4","4","1","1","0","4","4","0","0","0","0","33","22","11","1","0","1","2","1","1","1","1","0","-2"
"112260","Claremont McKenna College","2020","On-Tenure track total","24","10","14","0","0","0","2","0","2","1","1","0","1","0","1","0","0","0","15","6","9","2","2","0","1","0","1","2","1","1","-2"
"112260","Claremont McKenna College","2020","On-tenure track, assistant professors","24","10","14","0","0","0","2","0","2","1","1","0","1","0","1","0","0","0","15","6","9","2","2","0","1","0","1","2","1","1","-2"
"112260","Claremont McKenna College","2020","Not on tenure track/No tenure system system total","34","19","15","0","0","0","0","0","0","1","0","1","4","2","2","0","0","0","27","16","11","0","0","0","1","1","0","1","0","1","-2"
"112260","Claremont McKenna College","2020","Not on tenure/no tenure system, professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"112260","Claremont McKenna College","2020","Not on tenure/no tenure system, associate professors","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"112260","Claremont McKenna College","2020","Not on tenure/no tenure system, assistant professors","31","16","15","0","0","0","0","0","0","1","0","1","4","2","2","0","0","0","24","13","11","0","0","0","1","1","0","1","0","1","-2"
"115409","Harvey Mudd College","2020","Tenured total","72","46","26","0","0","0","11","7","4","3","2","1","3","2","1","0","0","0","52","34","18","1","0","1","2","1","1","0","0","0","-2"
"115409","Harvey Mudd College","2020","Tenured, professors","53","38","15","0","0","0","9","5","4","1","1","0","3","2","1","0","0","0","40","30","10","0","0","0","0","0","0","0","0","0","-2"
"115409","Harvey Mudd College","2020","Tenured, associate professors","19","8","11","0","0","0","2","2","0","2","1","1","0","0","0","0","0","0","12","4","8","1","0","1","2","1","1","0","0","0","-2"
"115409","Harvey Mudd College","2020","On-Tenure track total","24","14","10","0","0","0","4","1","3","1","0","1","3","3","0","0","0","0","14","8","6","1","1","0","1","1","0","0","0","0","-2"
"115409","Harvey Mudd College","2020","On-tenure track, associate professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"115409","Harvey Mudd College","2020","On-tenure track, assistant professors","22","13","9","0","0","0","4","1","3","1","0","1","3","3","0","0","0","0","12","7","5","1","1","0","1","1","0","0","0","0","-2"
"115409","Harvey Mudd College","2020","Not on tenure track/No tenure system system total","3","0","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"115409","Harvey Mudd College","2020","Not on tenure/no tenure system, instructors","3","0","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2020","Tenured total","329","185","144","1","0","1","42","22","20","18","12","6","36","14","22","0","0","0","210","124","86","5","2","3","17","11","6","0","0","0","-2"
"117946","Loyola Marymount University","2020","Tenured, professors","213","136","77","1","0","1","25","17","8","11","8","3","22","10","12","0","0","0","138","90","48","2","1","1","14","10","4","0","0","0","-2"
"117946","Loyola Marymount University","2020","Tenured, associate professors","113","47","66","0","0","0","16","4","12","7","4","3","14","4","10","0","0","0","71","34","37","2","0","2","3","1","2","0","0","0","-2"
"117946","Loyola Marymount University","2020","Tenured, assistant professors","3","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2020","On-Tenure track total","109","47","62","1","0","1","18","5","13","10","2","8","11","3","8","1","1","0","50","26","24","5","2","3","1","1","0","12","7","5","-2"
"117946","Loyola Marymount University","2020","On-tenure track, associate professors","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","1","0","0","0","1","0","1","-2"
"117946","Loyola Marymount University","2020","On-tenure track, assistant professors","105","46","59","1","0","1","18","5","13","10","2","8","11","3","8","1","1","0","48","25","23","4","2","2","1","1","0","11","7","4","-2"
"117946","Loyola Marymount University","2020","Not on tenure track/No tenure system system total","177","83","94","0","0","0","17","6","11","8","3","5","14","9","5","0","0","0","117","55","62","5","2","3","15","8","7","1","0","1","-2"
"117946","Loyola Marymount University","2020","Not on tenure/no tenure system, professors","14","8","6","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","12","8","4","0","0","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2020","Not on tenure/no tenure system, associate professors","32","9","23","0","0","0","0","0","0","1","0","1","3","2","1","0","0","0","26","6","20","0","0","0","2","1","1","0","0","0","-2"
"117946","Loyola Marymount University","2020","Not on tenure/no tenure system, assistant professors","88","50","38","0","0","0","10","5","5","6","2","4","8","6","2","0","0","0","51","29","22","3","2","1","9","6","3","1","0","1","-2"
"117946","Loyola Marymount University","2020","Not on tenure/no tenure system, instructors","32","11","21","0","0","0","3","0","3","1","1","0","3","1","2","0","0","0","20","8","12","2","0","2","3","1","2","0","0","0","-2"
"117946","Loyola Marymount University","2020","Not on tenure/no tenure system, no academic rank","11","5","6","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","8","4","4","0","0","0","1","0","1","0","0","0","-2"
"120883","University of the Pacific","2020","Tenured total","226","138","88","0","0","0","40","19","21","3","1","2","9","6","3","0","0","0","165","108","57","0","0","0","0","0","0","9","4","5","-2"
"120883","University of the Pacific","2020","Tenured, professors","124","81","43","0","0","0","24","17","7","2","1","1","6","5","1","0","0","0","87","56","31","0","0","0","0","0","0","5","2","3","-2"
"120883","University of the Pacific","2020","Tenured, associate professors","98","54","44","0","0","0","16","2","14","1","0","1","3","1","2","0","0","0","74","49","25","0","0","0","0","0","0","4","2","2","-2"
"120883","University of the Pacific","2020","Tenured, assistant professors","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"120883","University of the Pacific","2020","On-Tenure track total","54","27","27","1","0","1","14","6","8","0","0","0","6","2","4","0","0","0","29","18","11","2","1","1","0","0","0","2","0","2","-2"
"120883","University of the Pacific","2020","On-tenure track, associate professors","4","3","1","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"120883","University of the Pacific","2020","On-tenure track, assistant professors","49","23","26","1","0","1","12","5","7","0","0","0","6","2","4","0","0","0","26","15","11","2","1","1","0","0","0","2","0","2","-2"
"120883","University of the Pacific","2020","On-tenure track, instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"120883","University of the Pacific","2020","Not on tenure track/No tenure system system total","129","61","68","1","0","1","23","9","14","7","2","5","10","5","5","0","0","0","85","45","40","1","0","1","0","0","0","2","0","2","-2"
"120883","University of the Pacific","2020","Not on tenure/no tenure system, professors","19","8","11","0","0","0","4","2","2","0","0","0","2","0","2","0","0","0","13","6","7","0","0","0","0","0","0","0","0","0","-2"
"120883","University of the Pacific","2020","Not on tenure/no tenure system, associate professors","21","11","10","0","0","0","5","1","4","0","0","0","0","0","0","0","0","0","15","10","5","0","0","0","0","0","0","1","0","1","-2"
"120883","University of the Pacific","2020","Not on tenure/no tenure system, assistant professors","64","25","39","1","0","1","12","5","7","7","2","5","7","4","3","0","0","0","36","14","22","0","0","0","0","0","0","1","0","1","-2"
"120883","University of the Pacific","2020","Not on tenure/no tenure system, instructors","9","6","3","0","0","0","2","1","1","0","0","0","1","1","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","-2"
"120883","University of the Pacific","2020","Not on tenure/no tenure system, lecturers","16","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","11","4","1","0","1","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Tenured total","76","47","29","0","0","0","6","3","3","3","1","2","4","1","3","0","0","0","63","42","21","0","0","0","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Tenured, professors","73","46","27","0","0","0","6","3","3","3","1","2","4","1","3","0","0","0","60","41","19","0","0","0","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Tenured, associate professors","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","On-Tenure track total","58","20","38","1","0","1","4","1","3","1","0","1","6","2","4","0","0","0","39","12","27","3","3","0","4","2","2","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","On-tenure track, professors","9","6","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","6","4","2","1","1","0","1","1","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","On-tenure track, associate professors","29","8","21","0","0","0","2","0","2","1","0","1","3","1","2","0","0","0","21","6","15","1","1","0","1","0","1","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","On-tenure track, assistant professors","20","6","14","1","0","1","1","1","0","0","0","0","3","1","2","0","0","0","12","2","10","1","1","0","2","1","1","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Not on tenure track/No tenure system system total","15","6","9","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","13","5","8","0","0","0","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Not on tenure/no tenure system, professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Not on tenure/no tenure system, associate professors","9","3","6","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"121309","Point Loma Nazarene University","2020","Not on tenure/no tenure system, assistant professors","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","-2"
"121345","Pomona College","2020","Tenured total","140","78","62","0","0","0","21","6","15","5","3","2","16","11","5","0","0","0","75","43","32","3","3","0","20","12","8","0","0","0","-2"
"121345","Pomona College","2020","Tenured, professors","89","50","39","0","0","0","14","5","9","3","2","1","13","9","4","0","0","0","49","27","22","1","1","0","9","6","3","0","0","0","-2"
"121345","Pomona College","2020","Tenured, associate professors","51","28","23","0","0","0","7","1","6","2","1","1","3","2","1","0","0","0","26","16","10","2","2","0","11","6","5","0","0","0","-2"
"121345","Pomona College","2020","On-Tenure track total","33","18","15","0","0","0","4","2","2","6","3","3","5","3","2","0","0","0","12","6","6","0","0","0","4","2","2","2","2","0","-2"
"121345","Pomona College","2020","On-tenure track, assistant professors","33","18","15","0","0","0","4","2","2","6","3","3","5","3","2","0","0","0","12","6","6","0","0","0","4","2","2","2","2","0","-2"
"121345","Pomona College","2020","Not on tenure track/No tenure system system total","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"121345","Pomona College","2020","Not on tenure/no tenure system, professors","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","Tenured total","290","161","129","0","0","0","34","16","18","9","6","3","26","13","13","0","0","0","214","123","91","5","2","3","2","1","1","0","0","0","-2"
"122436","University of San Diego","2020","Tenured, professors","164","101","63","0","0","0","17","8","9","4","3","1","10","6","4","0","0","0","131","82","49","2","2","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","Tenured, associate professors","126","60","66","0","0","0","17","8","9","5","3","2","16","7","9","0","0","0","83","41","42","3","0","3","2","1","1","0","0","0","-2"
"122436","University of San Diego","2020","On-Tenure track total","87","40","47","1","1","0","8","4","4","9","6","3","11","4","7","0","0","0","46","19","27","2","1","1","2","1","1","8","4","4","-2"
"122436","University of San Diego","2020","On-tenure track, professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","On-tenure track, associate professors","6","1","5","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","On-tenure track, assistant professors","79","38","41","0","0","0","7","4","3","9","6","3","10","4","6","0","0","0","41","18","23","2","1","1","2","1","1","8","4","4","-2"
"122436","University of San Diego","2020","On-tenure track, instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","Not on tenure track/No tenure system system total","109","48","61","1","0","1","6","2","4","1","1","0","14","9","5","0","0","0","82","34","48","0","0","0","3","0","3","2","2","0","-2"
"122436","University of San Diego","2020","Not on tenure/no tenure system, professors","41","23","18","0","0","0","2","2","0","1","1","0","8","6","2","0","0","0","30","14","16","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","Not on tenure/no tenure system, associate professors","15","5","10","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","12","3","9","0","0","0","0","0","0","1","1","0","-2"
"122436","University of San Diego","2020","Not on tenure/no tenure system, assistant professors","34","11","23","1","0","1","3","0","3","0","0","0","2","2","0","0","0","0","26","9","17","0","0","0","2","0","2","0","0","0","-2"
"122436","University of San Diego","2020","Not on tenure/no tenure system, instructors","15","8","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","13","8","5","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2020","Not on tenure/no tenure system, no academic rank","4","1","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","-2"
"122612","University of San Francisco","2020","Tenured total","263","129","134","1","0","1","37","18","19","13","4","9","30","17","13","1","1","0","152","75","77","8","6","2","20","8","12","1","0","1","-2"
"122612","University of San Francisco","2020","Tenured, professors","134","75","59","0","0","0","15","7","8","4","2","2","14","10","4","1","1","0","86","47","39","5","4","1","9","4","5","0","0","0","-2"
"122612","University of San Francisco","2020","Tenured, associate professors","128","53","75","1","0","1","21","10","11","9","2","7","16","7","9","0","0","0","66","28","38","3","2","1","11","4","7","1","0","1","-2"
"122612","University of San Francisco","2020","Tenured, assistant professors","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2020","On-Tenure track total","77","31","46","0","0","0","13","3","10","2","0","2","6","0","6","0","0","0","36","19","17","3","2","1","10","4","6","7","3","4","-2"
"122612","University of San Francisco","2020","On-tenure track, associate professors","6","3","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"122612","University of San Francisco","2020","On-tenure track, assistant professors","71","28","43","0","0","0","13","3","10","2","0","2","5","0","5","0","0","0","32","17","15","3","2","1","9","3","6","7","3","4","-2"
"122612","University of San Francisco","2020","Not on tenure track/No tenure system system total","113","45","68","0","0","0","20","4","16","3","1","2","10","4","6","0","0","0","62","26","36","6","4","2","12","6","6","0","0","0","-2"
"122612","University of San Francisco","2020","Not on tenure/no tenure system, professors","14","9","5","0","0","0","3","2","1","0","0","0","1","1","0","0","0","0","9","5","4","1","1","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2020","Not on tenure/no tenure system, associate professors","22","9","13","0","0","0","4","1","3","2","0","2","2","0","2","0","0","0","9","5","4","1","0","1","4","3","1","0","0","0","-2"
"122612","University of San Francisco","2020","Not on tenure/no tenure system, assistant professors","65","19","46","0","0","0","13","1","12","0","0","0","6","2","4","0","0","0","37","13","24","3","2","1","6","1","5","0","0","0","-2"
"122612","University of San Francisco","2020","Not on tenure/no tenure system, instructors","12","8","4","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","7","3","4","1","1","0","2","2","0","0","0","0","-2"
"122931","Santa Clara University","2020","Tenured total","293","176","117","1","1","0","58","35","23","9","5","4","23","14","9","1","1","0","195","118","77","1","1","0","5","1","4","0","0","0","-2"
"122931","Santa Clara University","2020","Tenured, professors","146","89","57","0","0","0","20","15","5","3","3","0","11","8","3","0","0","0","110","62","48","1","1","0","1","0","1","0","0","0","-2"
"122931","Santa Clara University","2020","Tenured, associate professors","147","87","60","1","1","0","38","20","18","6","2","4","12","6","6","1","1","0","85","56","29","0","0","0","4","1","3","0","0","0","-2"
"122931","Santa Clara University","2020","On-Tenure track total","107","51","56","0","0","0","17","7","10","2","1","1","9","5","4","0","0","0","46","24","22","1","0","1","16","7","9","16","7","9","-2"
"122931","Santa Clara University","2020","On-tenure track, associate professors","4","3","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","-2"
"122931","Santa Clara University","2020","On-tenure track, assistant professors","103","48","55","0","0","0","16","6","10","2","1","1","8","4","4","0","0","0","46","24","22","1","0","1","14","6","8","16","7","9","-2"
"122931","Santa Clara University","2020","Not on tenure track/No tenure system system total","185","83","102","0","0","0","18","8","10","6","4","2","13","5","8","0","0","0","133","61","72","2","1","1","9","1","8","4","3","1","-2"
"122931","Santa Clara University","2020","Not on tenure/no tenure system, lecturers","185","83","102","0","0","0","18","8","10","6","4","2","13","5","8","0","0","0","133","61","72","2","1","1","9","1","8","4","3","1","-2"
"123299","Shasta College","2020","Tenured total","51","32","19","0","0","0","2","2","0","1","0","1","2","2","0","0","0","0","46","28","18","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2020","Tenured, instructors","51","32","19","0","0","0","2","2","0","1","0","1","2","2","0","0","0","0","46","28","18","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2020","On-Tenure track total","30","19","11","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","27","17","10","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2020","On-tenure track, instructors","30","19","11","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","27","17","10","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2020","Not on tenure track/No tenure system system total","78","34","44","0","0","0","7","4","3","2","1","1","10","4","6","0","0","0","58","25","33","0","0","0","0","0","0","1","0","1","-2"
"123299","Shasta College","2020","Not on tenure/no tenure system, instructors","78","34","44","0","0","0","7","4","3","2","1","1","10","4","6","0","0","0","58","25","33","0","0","0","0","0","0","1","0","1","-2"
"125727","Westmont College","2020","Tenured total","61","39","22","0","0","0","5","3","2","0","0","0","2","0","2","0","0","0","54","36","18","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","Tenured, professors","46","33","13","0","0","0","3","1","2","0","0","0","1","0","1","0","0","0","42","32","10","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","Tenured, associate professors","15","6","9","0","0","0","2","2","0","0","0","0","1","0","1","0","0","0","12","4","8","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","On-Tenure track total","23","7","16","1","0","1","3","3","0","3","0","3","0","0","0","0","0","0","15","4","11","0","0","0","1","0","1","0","0","0","-2"
"125727","Westmont College","2020","On-tenure track, professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","On-tenure track, associate professors","4","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","On-tenure track, assistant professors","17","5","12","0","0","0","3","3","0","3","0","3","0","0","0","0","0","0","10","2","8","0","0","0","1","0","1","0","0","0","-2"
"125727","Westmont College","2020","Not on tenure track/No tenure system system total","12","9","3","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","10","7","3","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","Not on tenure/no tenure system, professors","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","Not on tenure/no tenure system, associate professors","4","3","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","Not on tenure/no tenure system, assistant professors","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"125727","Westmont College","2020","Not on tenure/no tenure system, instructors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"126580","University of Colorado Colorado Springs","2020","Tenured total","160","99","61","0","0","0","19","10","9","2","1","1","10","7","3","0","0","0","121","77","44","0","0","0","8","4","4","0","0","0","-2"
"126580","University of Colorado Colorado Springs","2020","Tenured, professors","79","54","25","0","0","0","6","5","1","0","0","0","7","4","3","0","0","0","62","43","19","0","0","0","4","2","2","0","0","0","-2"
