"unitid","institution name","year","S2017_IS.Instructional staff category","S2017_IS_RV.Grand total","S2017_IS_RV.Grand total men","S2017_IS_RV.Grand total women","S2017_IS_RV.American Indian or Alaska Native total","S2017_IS_RV.American Indian or Alaska Native men","S2017_IS_RV.American Indian or Alaska Native women","S2017_IS_RV.Asian total","S2017_IS_RV.Asian men","S2017_IS_RV.Asian women","S2017_IS_RV.Black or African American total","S2017_IS_RV.Black or African American men","S2017_IS_RV.Black or African American women","S2017_IS_RV.Hispanic or Latino total","S2017_IS_RV.Hispanic or Latino men","S2017_IS_RV.Hispanic or Latino women","S2017_IS_RV.Native Hawaiian or Other Pacific Islander total","S2017_IS_RV.Native Hawaiian or Other Pacific Islander men","S2017_IS_RV.Native Hawaiian or Other Pacific Islander women","S2017_IS_RV.White total","S2017_IS_RV.White men","S2017_IS_RV.White women","S2017_IS_RV.Two or more races total","S2017_IS_RV.Two or more races men","S2017_IS_RV.Two or more races women","S2017_IS_RV.Race/ethnicity unknown total","S2017_IS_RV.Race/ethnicity unknown men","S2017_IS_RV.Race/ethnicity unknown women","S2017_IS_RV.Nonresident alien total","S2017_IS_RV.Nonresident alien men","S2017_IS_RV.Nonresident alien women","IDX_HR"
"102614","University of Alaska Fairbanks","2017","On-Tenure track total","78","39","39","6","1","5","7","5","2","1","1","0","0","0","0","0","0","0","55","26","29","3","1","2","2","2","0","4","3","1","-2"
"102614","University of Alaska Fairbanks","2017","On-tenure track, professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"102614","University of Alaska Fairbanks","2017","On-tenure track, associate professors","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","2","0","0","0","0","0","0","1","0","1","-2"
"102614","University of Alaska Fairbanks","2017","On-tenure track, assistant professors","60","30","30","4","1","3","7","5","2","1","1","0","0","0","0","0","0","0","42","18","24","2","1","1","2","2","0","2","2","0","-2"
"102614","University of Alaska Fairbanks","2017","On-tenure track, no academic rank","9","3","6","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","1","0","1","0","0","0","1","1","0","-2"
"102614","University of Alaska Fairbanks","2017","Not on tenure track/No tenure system system total","77","35","42","6","3","3","2","1","1","2","1","1","5","1","4","1","0","1","51","23","28","4","1","3","4","3","1","2","2","0","-2"
"102614","University of Alaska Fairbanks","2017","Not on tenure/no tenure system, associate professors","4","1","3","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"102614","University of Alaska Fairbanks","2017","Not on tenure/no tenure system, assistant professors","35","17","18","3","1","2","1","1","0","1","1","0","3","1","2","0","0","0","23","10","13","2","1","1","2","2","0","0","0","0","-2"
"102614","University of Alaska Fairbanks","2017","Not on tenure/no tenure system, instructors","29","14","15","2","2","0","1","0","1","1","0","1","2","0","2","0","0","0","19","11","8","2","0","2","1","0","1","1","1","0","-2"
"102614","University of Alaska Fairbanks","2017","Not on tenure/no tenure system, no academic rank","9","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","6","0","0","0","1","1","0","1","1","0","-2"
"104151","Arizona State University-Tempe","2017","Tenured total","983","668","315","10","4","6","138","102","36","24","14","10","80","50","30","0","0","0","699","478","221","10","4","6","12","9","3","10","7","3","-2"
"104151","Arizona State University-Tempe","2017","Tenured, professors","571","419","152","4","3","1","70","56","14","11","7","4","42","28","14","0","0","0","426","313","113","7","4","3","6","4","2","5","4","1","-2"
"104151","Arizona State University-Tempe","2017","Tenured, associate professors","411","249","162","6","1","5","68","46","22","13","7","6","38","22","16","0","0","0","272","165","107","3","0","3","6","5","1","5","3","2","-2"
"104151","Arizona State University-Tempe","2017","Tenured, assistant professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"104151","Arizona State University-Tempe","2017","On-Tenure track total","369","214","155","11","5","6","72","40","32","8","4","4","20","11","9","0","0","0","191","108","83","5","2","3","11","7","4","51","37","14","-2"
"104151","Arizona State University-Tempe","2017","On-tenure track, professors","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"104151","Arizona State University-Tempe","2017","On-tenure track, associate professors","12","10","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","7","5","2","0","0","0","0","0","0","4","4","0","-2"
"104151","Arizona State University-Tempe","2017","On-tenure track, assistant professors","355","202","153","11","5","6","71","39","32","8","4","4","20","11","9","0","0","0","182","101","81","5","2","3","11","7","4","47","33","14","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure track/No tenure system system total","684","329","355","5","3","2","65","27","38","15","7","8","41","19","22","0","0","0","513","245","268","7","4","3","7","5","2","31","19","12","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure/no tenure system, professors","49","37","12","1","1","0","2","0","2","5","4","1","2","2","0","0","0","0","35","26","9","2","2","0","0","0","0","2","2","0","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure/no tenure system, associate professors","45","30","15","1","1","0","7","6","1","1","1","0","3","2","1","0","0","0","32","19","13","0","0","0","0","0","0","1","1","0","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure/no tenure system, assistant professors","109","52","57","0","0","0","8","4","4","2","0","2","6","1","5","0","0","0","84","41","43","0","0","0","0","0","0","9","6","3","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure/no tenure system, instructors","189","77","112","1","0","1","12","3","9","3","1","2","15","5","10","0","0","0","150","65","85","2","1","1","3","1","2","3","1","2","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure/no tenure system, lecturers","289","131","158","0","0","0","36","14","22","4","1","3","15","9","6","0","0","0","212","94","118","3","1","2","4","4","0","15","8","7","-2"
"104151","Arizona State University-Tempe","2017","Not on tenure/no tenure system, no academic rank","3","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","-2"
"104179","University of Arizona","2017","Tenured total","1091","736","355","7","3","4","109","79","30","17","12","5","78","45","33","0","0","0","799","548","251","4","1","3","74","46","28","3","2","1","-2"
"104179","University of Arizona","2017","Tenured, professors","711","506","205","4","2","2","62","46","16","9","6","3","42","27","15","0","0","0","555","397","158","2","1","1","37","27","10","0","0","0","-2"
"104179","University of Arizona","2017","Tenured, associate professors","380","230","150","3","1","2","47","33","14","8","6","2","36","18","18","0","0","0","244","151","93","2","0","2","37","19","18","3","2","1","-2"
"104179","University of Arizona","2017","On-Tenure track total","412","238","174","3","1","2","58","39","19","14","7","7","32","15","17","0","0","0","196","110","86","9","3","6","54","31","23","46","32","14","-2"
"104179","University of Arizona","2017","On-tenure track, professors","3","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"104179","University of Arizona","2017","On-tenure track, associate professors","27","20","7","0","0","0","7","5","2","0","0","0","2","2","0","0","0","0","10","7","3","0","0","0","6","4","2","2","2","0","-2"
"104179","University of Arizona","2017","On-tenure track, assistant professors","381","215","166","3","1","2","49","32","17","14","7","7","30","13","17","0","0","0","185","103","82","9","3","6","48","27","21","43","29","14","-2"
"104179","University of Arizona","2017","On-tenure track, no academic rank","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"104179","University of Arizona","2017","Not on tenure track/No tenure system system total","452","195","257","1","1","0","26","13","13","10","7","3","50","18","32","0","0","0","301","123","178","7","4","3","35","20","15","22","9","13","-2"
"104179","University of Arizona","2017","Not on tenure/no tenure system, professors","38","22","16","0","0","0","2","1","1","0","0","0","2","1","1","0","0","0","28","17","11","1","0","1","3","2","1","2","1","1","-2"
"104179","University of Arizona","2017","Not on tenure/no tenure system, associate professors","42","19","23","0","0","0","3","2","1","2","1","1","2","1","1","0","0","0","30","12","18","0","0","0","4","2","2","1","1","0","-2"
"104179","University of Arizona","2017","Not on tenure/no tenure system, assistant professors","128","44","84","0","0","0","9","6","3","1","0","1","11","1","10","0","0","0","84","24","60","3","2","1","11","8","3","9","3","6","-2"
"104179","University of Arizona","2017","Not on tenure/no tenure system, instructors","121","61","60","0","0","0","7","3","4","0","0","0","19","10","9","0","0","0","71","37","34","2","1","1","14","6","8","8","4","4","-2"
"104179","University of Arizona","2017","Not on tenure/no tenure system, lecturers","123","49","74","1","1","0","5","1","4","7","6","1","16","5","11","0","0","0","88","33","55","1","1","0","3","2","1","2","0","2","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Tenured total","41","32","9","0","0","0","5","2","3","0","0","0","1","1","0","0","0","0","35","29","6","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Tenured, professors","14","11","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","13","11","2","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Tenured, associate professors","20","16","4","0","0","0","3","2","1","0","0","0","1","1","0","0","0","0","16","13","3","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Tenured, assistant professors","7","5","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","6","5","1","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","On-Tenure track total","52","37","15","0","0","0","5","3","2","2","2","0","2","2","0","0","0","0","41","29","12","1","0","1","1","1","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","On-tenure track, associate professors","8","7","1","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","On-tenure track, assistant professors","44","30","14","0","0","0","4","2","2","1","1","0","1","1","0","0","0","0","36","25","11","1","0","1","1","1","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Not on tenure track/No tenure system system total","24","20","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","19","4","0","0","0","1","1","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Not on tenure/no tenure system, associate professors","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Not on tenure/no tenure system, assistant professors","15","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","11","3","0","0","0","1","1","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2017","Not on tenure/no tenure system, instructors","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"105330","Northern Arizona University","2017","Tenured total","442","268","174","14","7","7","18","10","8","6","5","1","21","11","10","1","1","0","358","219","139","3","2","1","14","8","6","7","5","2","-2"
"105330","Northern Arizona University","2017","Tenured, professors","284","186","98","7","4","3","10","6","4","4","4","0","12","7","5","0","0","0","234","154","80","2","1","1","9","6","3","6","4","2","-2"
