"unitid","institution name","year","S2009_f.Tenure status and academic rank of full-time instruction/research/public service staff","S2009_f_RV.Grand total","S2009_f_RV.Grand total men","S2009_f_RV.Grand total women","S2009_f_RV.American Indian or Alaska Native total - derived","S2009_f_RV.American Indian or Alaska Native men - derived","S2009_f_RV.American Indian or Alaska Native women - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander total - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander men - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander women - derived","S2009_f_RV.Black or African American/Black non-Hispanic total - derived","S2009_f_RV.Black or African American/Black non-Hispanic men - derived","S2009_f_RV.Black or African American/Black non-Hispanic women - derived","S2009_f_RV.Hispanic or Latino/Hispanic total - derived","S2009_f_RV.Hispanic or Latino/Hispanic men - derived","S2009_f_RV.Hispanic or Latino/Hispanic women - derived","S2009_f_RV.White/White non-Hispanic total - derived","S2009_f_RV.White/White non-Hispanic men - derived","S2009_f_RV.White/White non-Hispanic women - derived","S2009_f_RV.American Indian or Alaska Native total - new","S2009_f_RV.American Indian or Alaska Native men - new","S2009_f_RV.American Indian or Alaska Native women - new","S2009_f_RV.Asian total - new","S2009_f_RV.Asian men - new","S2009_f_RV.Asian women - new","S2009_f_RV.Black or African American total - new","S2009_f_RV.Black or African American men - new","S2009_f_RV.Black or African American women - new","S2009_f_RV.Hispanic or Latino total - new","S2009_f_RV.Hispanic or Latino men - new","S2009_f_RV.Hispanic or Latino women - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander total - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander men - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander women - new","S2009_f_RV.White total - new","S2009_f_RV.White men - new","S2009_f_RV.White women - new","S2009_f_RV.Two or more races total - new","S2009_f_RV.Two or more races men - new","S2009_f_RV.Two or more races women - new","S2009_f_RV.American Indian or Alaska Native total - old","S2009_f_RV.American Indian or Alaska Native men - old","S2009_f_RV.American Indian or Alaska Native women - old","S2009_f_RV.Asian or Pacific Islander total - old","S2009_f_RV.Asian or Pacific Islander men - old","S2009_f_RV.Asian or Pacific Islander women - old","S2009_f_RV.White non-Hispanic women - old","S2009_f_RV.Black non-Hispanic  total  - old","S2009_f_RV.Black non-Hispanic men - old","S2009_f_RV.Black non-Hispanic women - old","S2009_f_RV.Hispanic total - old","S2009_f_RV.Hispanic men - old","S2009_f_RV.Hispanic women - old","S2009_f_RV.White non-Hispanic total  - old","S2009_f_RV.White non-Hispanic men  - old","S2009_f_RV.Race/ethnicity unknown total","S2009_f_RV.Race/ethnicity unknown men","S2009_f_RV.Race/ethnicity unknown women","S2009_f_RV.Nonresident alien total","S2009_f_RV.Nonresident alien men","S2009_f_RV.Nonresident alien women","IDX_HR"
"121619","Santa Ana College","2009","Total full-time Instruction/research/public service, Tenured total","190","83","107","4","2","2","18","9","9","7","3","4","38","15","23","122","54","68","4","2","2","18","9","9","7","3","4","38","15","23","0","0","0","122","54","68","0","0","0",,,,,,,,,,,,,,,,"1","0","1","0","0","0","-2"
"121619","Santa Ana College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","45","19","26","0","0","0","8","3","5","1","0","1","10","4","6","23","10","13","0","0","0","8","3","5","1","0","1","10","4","6","0","0","0","23","10","13","0","0","0",,,,,,,,,,,,,,,,"3","2","1","0","0","0","-2"
"121619","Santa Ana College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","45","19","26","0","0","0","8","3","5","1","0","1","10","4","6","23","10","13","0","0","0","8","3","5","1","0","1","10","4","6","0","0","0","23","10","13","0","0","0",,,,,,,,,,,,,,,,"3","2","1","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Tenured, Professors","73","45","28","0","0","0","8","8","0","1","1","0","2","1","1","62","35","27",,,,,,,,,,,,,,,,,,,,,,"0","0","0","8","8","0","27","1","1","0","2","1","1","62","35","0","0","0","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","51","23","28","0","0","0","4","0","4","3","1","2","1","0","1","42","22","20",,,,,,,,,,,,,,,,,,,,,,"0","0","0","4","0","4","20","3","1","2","1","0","1","42","22","1","0","1","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Tenured total","124","68","56","0","0","0","12","8","4","4","2","2","3","1","2","104","57","47",,,,,,,,,,,,,,,,,,,,,,"0","0","0","12","8","4","47","4","2","2","3","1","2","104","57","1","0","1","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","7","5","2",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","2","0","0","0","0","0","0","7","5","0","0","0","1","0","1","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","57","27","30","0","0","0","7","2","5","2","1","1","2","1","1","39","19","20",,,,,,,,,,,,,,,,,,,,,,"0","0","0","7","2","5","20","2","1","1","2","1","1","39","19","1","1","0","6","3","3","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","69","36","33","0","0","0","8","3","5","2","1","1","3","2","1","47","25","22",,,,,,,,,,,,,,,,,,,,,,"0","0","0","8","3","5","22","2","1","1","3","2","1","47","25","1","1","0","8","4","4","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","14","2","12","0","0","0","0","0","0","0","0","0","3","1","2","11","1","10",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","10","0","0","0","3","1","2","11","1","0","0","0","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, No academic rank","13","10","3","0","0","0","1","0","1","0","0","0","1","1","0","11","9","2",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","2","0","0","0","1","1","0","11","9","0","0","0","0","0","0","-2"
"121691","University of Redlands","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","28","13","15","0","0","0","1","0","1","0","0","0","4","2","2","23","11","12",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","12","0","0","0","4","2","2","23","11","0","0","0","0","0","0","-2"
"121886","Rio Hondo College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","154","79","75","2","1","1","16","6","10","6","5","1","40","19","21","89","48","41","2","1","1","15","6","9","6","5","1","40","19","21","1","0","1","89","48","41","0","0","0",,,,,,,,,,,,,,,,"0","0","0","1","0","1","-2"
"121886","Rio Hondo College","2009","Total full-time Instruction/research/public service, Tenured total","154","79","75","2","1","1","16","6","10","6","5","1","40","19","21","89","48","41","2","1","1","15","6","9","6","5","1","40","19","21","1","0","1","89","48","41","0","0","0",,,,,,,,,,,,,,,,"0","0","0","1","0","1","-2"
"121886","Rio Hondo College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","40","17","23","1","1","0","2","1","1","2","0","2","14","3","11","20","11","9","1","1","0","2","1","1","2","0","2","14","3","11","0","0","0","20","11","9","0","0","0",,,,,,,,,,,,,,,,"0","0","0","1","1","0","-2"
"121886","Rio Hondo College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","40","17","23","1","1","0","2","1","1","2","0","2","14","3","11","20","11","9","1","1","0","2","1","1","2","0","2","14","3","11","0","0","0","20","11","9","0","0","0",,,,,,,,,,,,,,,,"0","0","0","1","1","0","-2"
"122375","San Diego Mesa College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","198","103","95","2","1","1","16","5","11","17","12","5","24","10","14","124","66","58","2","1","1","16","5","11","17","12","5","24","10","14","0","0","0","124","66","58","0","0","0",,,,,,,,,,,,,,,,"15","9","6","0","0","0","-2"
"122375","San Diego Mesa College","2009","Total full-time Instruction/research/public service, Tenured total","198","103","95","2","1","1","16","5","11","17","12","5","24","10","14","124","66","58","2","1","1","16","5","11","17","12","5","24","10","14","0","0","0","124","66","58","0","0","0",,,,,,,,,,,,,,,,"15","9","6","0","0","0","-2"
"122375","San Diego Mesa College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","79","35","44","0","0","0","7","3","4","5","1","4","10","5","5","44","23","21","0","0","0","7","3","4","5","1","4","10","5","5","0","0","0","44","23","21","0","0","0",,,,,,,,,,,,,,,,"12","3","9","1","0","1","-2"
"122375","San Diego Mesa College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","79","35","44","0","0","0","7","3","4","5","1","4","10","5","5","44","23","21","0","0","0","7","3","4","5","1","4","10","5","5","0","0","0","44","23","21","0","0","0",,,,,,,,,,,,,,,,"12","3","9","1","0","1","-2"
"122375","San Diego Mesa College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","9","6","3","0","0","0","0","0","0","2","0","2","0","0","0","7","6","1","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","7","6","1","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"122375","San Diego Mesa College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","9","6","3","0","0","0","0","0","0","2","0","2","0","0","0","7","6","1","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","7","6","1","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"122977","Santa Monica College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","277","121","156","0","0","0","26","10","16","32","14","18","34","14","20","183","82","101","0","0","0","26","10","16","32","14","18","34","14","20","0","0","0","183","82","101","0","0","0",,,,,,,,,,,,,,,,"0","0","0","2","1","1","-2"
"122977","Santa Monica College","2009","Total full-time Instruction/research/public service, Tenured total","277","121","156","0","0","0","26","10","16","32","14","18","34","14","20","183","82","101","0","0","0","26","10","16","32","14","18","34","14","20","0","0","0","183","82","101","0","0","0",,,,,,,,,,,,,,,,"0","0","0","2","1","1","-2"
"122977","Santa Monica College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","32","10","22","0","0","0","2","2","0","4","1","3","3","1","2","11","3","8","0","0","0","2","2","0","4","1","3","3","1","2","0","0","0","11","3","8","0","0","0",,,,,,,,,,,,,,,,"4","2","2","8","1","7","-2"
"122977","Santa Monica College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","32","10","22","0","0","0","2","2","0","4","1","3","3","1","2","11","3","8","0","0","0","2","2","0","4","1","3","3","1","2","0","0","0","11","3","8","0","0","0",,,,,,,,,,,,,,,,"4","2","2","8","1","7","-2"
"122977","Santa Monica College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","6","1","5","0","0","0","1","0","1","2","0","2","0","0","0","1","1","0","0","0","0","1","0","1","2","0","2","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","2","0","2","-2"
"122977","Santa Monica College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","6","1","5","0","0","0","1","0","1","2","0","2","0","0","0","1","1","0","0","0","0","1","0","1","2","0","2","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","2","0","2","-2"
"123509","Skyline College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","100","50","50","0","0","0","17","7","10","7","6","1","17","7","10","57","30","27","0","0","0","17","7","10","7","6","1","17","7","10","0","0","0","57","30","27","0","0","0",,,,,,,,,,,,,,,,"1","0","1","1","0","1","-2"
"123509","Skyline College","2009","Total full-time Instruction/research/public service, Tenured total","100","50","50","0","0","0","17","7","10","7","6","1","17","7","10","57","30","27","0","0","0","17","7","10","7","6","1","17","7","10","0","0","0","57","30","27","0","0","0",,,,,,,,,,,,,,,,"1","0","1","1","0","1","-2"
"123509","Skyline College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","9","4","5","0","0","0","2","1","1","0","0","0","2","1","1","5","2","3","0","0","0","2","1","1","0","0","0","2","1","1","0","0","0","5","2","3","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123509","Skyline College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","9","4","5","0","0","0","2","1","1","0","0","0","2","1","1","5","2","3","0","0","0","2","1","1","0","0","0","2","1","1","0","0","0","5","2","3","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123509","Skyline College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123509","Skyline College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Tenured, Professors","86","52","34","0","0","0","5","5","0","0","0","0","5","4","1","73","40","33",,,,,,,,,,,,,,,,,,,,,,"0","0","0","5","5","0","33","0","0","0","5","4","1","73","40","3","3","0","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","47","23","24","1","0","1","7","5","2","3","1","2","1","0","1","35","17","18",,,,,,,,,,,,,,,,,,,,,,"1","0","1","7","5","2","18","3","1","2","1","0","1","35","17","0","0","0","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Tenured total","133","75","58","1","0","1","12","10","2","3","1","2","6","4","2","108","57","51",,,,,,,,,,,,,,,,,,,,,,"1","0","1","12","10","2","51","3","1","2","6","4","2","108","57","3","3","0","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","8","3","5","0","0","0","2","0","2","0","0","0","0","0","0","4","2","2",,,,,,,,,,,,,,,,,,,,,,"0","0","0","2","0","2","2","0","0","0","0","0","0","4","2","1","0","1","1","1","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","26","11","15","0","0","0","4","0","4","0","0","0","1","0","1","14","8","6",,,,,,,,,,,,,,,,,,,,,,"0","0","0","4","0","4","6","0","0","0","1","0","1","14","8","3","2","1","4","1","3","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","34","14","20","0","0","0","6","0","6","0","0","0","1","0","1","18","10","8",,,,,,,,,,,,,,,,,,,,,,"0","0","0","6","0","6","8","0","0","0","1","0","1","18","10","4","2","2","5","2","3","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","5","1","4","0","0","0","0","0","0","0","0","0","0","0","0","5","1","4",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","4","0","0","0","0","0","0","5","1","0","0","0","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","24","9","15","0","0","0","1","0","1","0","0","0","0","0","0","21","7","14",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","14","0","0","0","0","0","0","21","7","2","2","0","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Assistant professors","6","0","6","0","0","0","1","0","1","0","0","0","0","0","0","4","0","4",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","4","0","0","0","0","0","0","4","0","1","0","1","0","0","0","-2"
"123554","Saint Mary's College of California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","35","10","25","0","0","0","2","0","2","0","0","0","0","0","0","30","8","22",,,,,,,,,,,,,,,,,,,,,,"0","0","0","2","0","2","22","0","0","0","0","0","0","30","8","3","2","1","0","0","0","-2"
"123563","Solano Community College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","126","61","65","0","0","0","4","2","2","8","3","5","10","5","5","104","51","53","0","0","0","4","2","2","8","3","5","10","5","5","0","0","0","104","51","53","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123563","Solano Community College","2009","Total full-time Instruction/research/public service, Tenured total","126","61","65","0","0","0","4","2","2","8","3","5","10","5","5","104","51","53","0","0","0","4","2","2","8","3","5","10","5","5","0","0","0","104","51","53","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123563","Solano Community College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","34","11","23","0","0","0","2","1","1","5","1","4","4","0","4","21","9","12","0","0","0","2","1","1","5","1","4","4","0","4","0","0","0","21","9","12","0","0","0",,,,,,,,,,,,,,,,"2","0","2","0","0","0","-2"
"123563","Solano Community College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","34","11","23","0","0","0","2","1","1","5","1","4","4","0","4","21","9","12","0","0","0","2","1","1","5","1","4","4","0","4","0","0","0","21","9","12","0","0","0",,,,,,,,,,,,,,,,"2","0","2","0","0","0","-2"
"123563","Solano Community College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","23","12","11","0","0","0","3","1","2","0","0","0","1","1","0","18","10","8","0","0","0","3","1","2","0","0","0","1","1","0","0","0","0","18","10","8","0","0","0",,,,,,,,,,,,,,,,"1","0","1","0","0","0","-2"
"123563","Solano Community College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","23","12","11","0","0","0","3","1","2","0","0","0","1","1","0","18","10","8","0","0","0","3","1","2","0","0","0","1","1","0","0","0","0","18","10","8","0","0","0",,,,,,,,,,,,,,,,"1","0","1","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Tenured, Professors","119","65","54","2","2","0","9","7","2","1","1","0","3","1","2","102","52","50",,,,,,,,,,,,,,,,,,,,,,"2","2","0","9","7","2","50","1","1","0","3","1","2","102","52","2","2","0","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","69","30","39","1","0","1","5","3","2","3","1","2","8","3","5","51","22","29",,,,,,,,,,,,,,,,,,,,,,"1","0","1","5","3","2","29","3","1","2","8","3","5","51","22","1","1","0","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Tenured, Assistant professors","3","3","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0","0","0","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Tenured total","191","98","93","3","2","1","14","10","4","4","2","2","12","5","7","155","76","79",,,,,,,,,,,,,,,,,,,,,,"3","2","1","14","10","4","79","4","2","2","12","5","7","155","76","3","3","0","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","59","34","25","0","0","0","8","4","4","1","0","1","4","3","1","42","26","16",,,,,,,,,,,,,,,,,,,,,,"0","0","0","8","4","4","16","1","0","1","4","3","1","42","26","3","0","3","1","1","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","60","35","25","0","0","0","8","4","4","1","0","1","4","3","1","43","27","16",,,,,,,,,,,,,,,,,,,,,,"0","0","0","8","4","4","16","1","0","1","4","3","1","43","27","3","0","3","1","1","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","21","7","14","0","0","0","1","0","1","0","0","0","0","0","0","20","7","13",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","13","0","0","0","0","0","0","20","7","0","0","0","0","0","0","-2"
"123572","Sonoma State University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","21","7","14","0","0","0","1","0","1","0","0","0","0","0","0","20","7","13",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","13","0","0","0","0","0","0","20","7","0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Tenured, Professors","20","17","3","1","1","0","0","0","0","0","0","0","2","1","1","17","15","2","1","1","0","0","0","0","0","0","0","2","1","1","0","0","0","17","15","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","19","9","10","0","0","0","1","0","1","1","0","1","0","0","0","17","9","8","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","17","9","8","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Tenured total","39","26","13","1","1","0","1","0","1","1","0","1","2","1","1","34","24","10","1","1","0","1","0","1","1","0","1","2","1","1","0","0","0","34","24","10","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","15","6","9","0","0","0","1","1","0","1","1","0","0","0","0","13","4","9","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","13","4","9","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","21","9","12","0","0","0","1","1","0","1","1","0","0","0","0","19","7","12","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","19","7","12","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Assistant professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"123651","Vanguard University of Southern California","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"125471","West Los Angeles College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","78","36","42","0","0","0","9","3","6","19","5","14","7","1","6","43","27","16","0","0","0","9","3","6","19","5","14","7","1","6","0","0","0","43","27","16","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"125471","West Los Angeles College","2009","Total full-time Instruction/research/public service, Tenured total","78","36","42","0","0","0","9","3","6","19","5","14","7","1","6","43","27","16","0","0","0","9","3","6","19","5","14","7","1","6","0","0","0","43","27","16","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"125471","West Los Angeles College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","12","7","5","0","0","0","2","1","1","3","2","1","0","0","0","4","1","3","0","0","0","2","1","1","3","2","1","0","0","0","0","0","0","4","1","3","0","0","0",,,,,,,,,,,,,,,,"3","3","0","0","0","0","-2"
"125471","West Los Angeles College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","12","7","5","0","0","0","2","1","1","3","2","1","0","0","0","4","1","3","0","0","0","2","1","1","3","2","1","0","0","0","0","0","0","4","1","3","0","0","0",,,,,,,,,,,,,,,,"3","3","0","0","0","0","-2"
"125471","West Los Angeles College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","13","6","7","1","0","1","1","0","1","0","0","0","1","1","0","7","4","3","1","0","1","1","0","1","0","0","0","1","1","0","0","0","0","7","4","3","0","0","0",,,,,,,,,,,,,,,,"2","1","1","1","0","1","-2"
"125471","West Los Angeles College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","13","6","7","1","0","1","1","0","1","0","0","0","1","1","0","7","4","3","1","0","1","1","0","1","0","0","0","1","1","0","0","0","0","7","4","3","0","0","0",,,,,,,,,,,,,,,,"2","1","1","1","0","1","-2"
"125763","Whittier College","2009","Total full-time Instruction/research/public service, Tenured, Professors","47","33","14","1","1","0","2","1","1","1","1","0","3","3","0","40","27","13",,,,,,,,,,,,,,,,,,,,,,"1","1","0","2","1","1","13","1","1","0","3","3","0","40","27","0","0","0","0","0","0","-2"
"125763","Whittier College","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","26","11","15","0","0","0","0","0","0","1","1","0","2","2","0","23","8","15",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","15","1","1","0","2","2","0","23","8","0","0","0","0","0","0","-2"
"125763","Whittier College","2009","Total full-time Instruction/research/public service, Tenured total","73","44","29","1","1","0","2","1","1","2","2","0","5","5","0","63","35","28",,,,,,,,,,,,,,,,,,,,,,"1","1","0","2","1","1","28","2","2","0","5","5","0","63","35","0","0","0","0","0","0","-2"
"125763","Whittier College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","4","1","3","0","0","0","1","0","1","0","0","0","1","0","1","2","1","1",,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0","1","1","0","0","0","1","0","1","2","1","0","0","0","0","0","0","-2"
"125763","Whittier College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","33","13","20","0","0","0","4","1","3","4","1","3","9","6","3","15","5","10",,,,,,,,,,,,,,,,,,,,,,"0","0","0","4","1","3","10","4","1","3","9","6","3","15","5","1","0","1","0","0","0","-2"
