"unitid","institution name","year","S2009_f.Tenure status and academic rank of full-time instruction/research/public service staff","S2009_f_RV.Grand total","S2009_f_RV.Grand total men","S2009_f_RV.Grand total women","S2009_f_RV.American Indian or Alaska Native total - derived","S2009_f_RV.American Indian or Alaska Native men - derived","S2009_f_RV.American Indian or Alaska Native women - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander total - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander men - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander women - derived","S2009_f_RV.Black or African American/Black non-Hispanic total - derived","S2009_f_RV.Black or African American/Black non-Hispanic men - derived","S2009_f_RV.Black or African American/Black non-Hispanic women - derived","S2009_f_RV.Hispanic or Latino/Hispanic total - derived","S2009_f_RV.Hispanic or Latino/Hispanic men - derived","S2009_f_RV.Hispanic or Latino/Hispanic women - derived","S2009_f_RV.White/White non-Hispanic total - derived","S2009_f_RV.White/White non-Hispanic men - derived","S2009_f_RV.White/White non-Hispanic women - derived","S2009_f_RV.American Indian or Alaska Native total - new","S2009_f_RV.American Indian or Alaska Native men - new","S2009_f_RV.American Indian or Alaska Native women - new","S2009_f_RV.Asian total - new","S2009_f_RV.Asian men - new","S2009_f_RV.Asian women - new","S2009_f_RV.Black or African American total - new","S2009_f_RV.Black or African American men - new","S2009_f_RV.Black or African American women - new","S2009_f_RV.Hispanic or Latino total - new","S2009_f_RV.Hispanic or Latino men - new","S2009_f_RV.Hispanic or Latino women - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander total - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander men - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander women - new","S2009_f_RV.White total - new","S2009_f_RV.White men - new","S2009_f_RV.White women - new","S2009_f_RV.Two or more races total - new","S2009_f_RV.Two or more races men - new","S2009_f_RV.Two or more races women - new","S2009_f_RV.American Indian or Alaska Native total - old","S2009_f_RV.American Indian or Alaska Native men - old","S2009_f_RV.American Indian or Alaska Native women - old","S2009_f_RV.Asian or Pacific Islander total - old","S2009_f_RV.Asian or Pacific Islander men - old","S2009_f_RV.Asian or Pacific Islander women - old","S2009_f_RV.White non-Hispanic women - old","S2009_f_RV.Black non-Hispanic  total  - old","S2009_f_RV.Black non-Hispanic men - old","S2009_f_RV.Black non-Hispanic women - old","S2009_f_RV.Hispanic total - old","S2009_f_RV.Hispanic men - old","S2009_f_RV.Hispanic women - old","S2009_f_RV.White non-Hispanic total  - old","S2009_f_RV.White non-Hispanic men  - old","S2009_f_RV.Race/ethnicity unknown total","S2009_f_RV.Race/ethnicity unknown men","S2009_f_RV.Race/ethnicity unknown women","S2009_f_RV.Nonresident alien total","S2009_f_RV.Nonresident alien men","S2009_f_RV.Nonresident alien women","IDX_HR"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Tenured, Assistant professors","7","0","7","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Tenured, Instructors","81","44","37","0","0","0","0","0","0","0","0","0","0","0","0","75","41","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","41","34","0","0","0",,,,,,,,,,,,,,,,"6","3","3","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Tenured total","144","73","71","0","0","0","5","4","1","8","3","5","11","6","5","112","57","55","0","0","0","5","4","1","8","3","5","11","6","5","0","0","0","112","57","55","0","0","0",,,,,,,,,,,,,,,,"6","3","3","2","0","2","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","26","11","15","1","1","0","3","2","1","5","3","2","1","1","0","16","4","12","1","1","0","3","2","1","5","3","2","1","1","0","0","0","0","16","4","12","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","12","7","5","0","0","0","0","0","0","0","0","0","0","0","0","12","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","7","5","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","45","24","21","1","1","0","3","2","1","5","3","2","1","1","0","35","17","18","1","1","0","3","2","1","5","3","2","1","1","0","0","0","0","35","17","18","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","5","2","3","0","0","0","0","0","0","1","1","0","1","0","1","3","1","2","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","3","1","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","5","2","3","0","0","0","0","0","0","1","1","0","1","0","1","3","1","2","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","3","1","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
