"unitid","institution name","year","S2014_IS.Instructional staff category","S2014_IS_RV.Grand total","S2014_IS_RV.Grand total men","S2014_IS_RV.Grand total women","S2014_IS_RV.American Indian or Alaska Native total","S2014_IS_RV.American Indian or Alaska Native men","S2014_IS_RV.American Indian or Alaska Native women","S2014_IS_RV.Asian total","S2014_IS_RV.Asian men","S2014_IS_RV.Asian women","S2014_IS_RV.Black or African American total","S2014_IS_RV.Black or African American men","S2014_IS_RV.Black or African American women","S2014_IS_RV.Hispanic or Latino total","S2014_IS_RV.Hispanic or Latino men","S2014_IS_RV.Hispanic or Latino women","S2014_IS_RV.Native Hawaiian or Other Pacific Islander total","S2014_IS_RV.Native Hawaiian or Other Pacific Islander men","S2014_IS_RV.Native Hawaiian or Other Pacific Islander women","S2014_IS_RV.White total","S2014_IS_RV.White men","S2014_IS_RV.White women","S2014_IS_RV.Two or more races total","S2014_IS_RV.Two or more races men","S2014_IS_RV.Two or more races women","S2014_IS_RV.Race/ethnicity unknown total","S2014_IS_RV.Race/ethnicity unknown men","S2014_IS_RV.Race/ethnicity unknown women","S2014_IS_RV.Nonresident alien total","S2014_IS_RV.Nonresident alien men","S2014_IS_RV.Nonresident alien women","IDX_HR"
"135726","University of Miami","2014","Not on tenure/no tenure system, assistant professors","81","36","45","0","0","0","3","1","2","7","0","7","17","6","11","0","0","0","42","20","22","1","0","1","0","0","0","11","9","2","-2"
"135726","University of Miami","2014","Not on tenure/no tenure system, instructors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"135726","University of Miami","2014","Not on tenure/no tenure system, lecturers","295","134","161","0","0","0","12","1","11","8","4","4","64","26","38","0","0","0","194","94","100","7","4","3","1","0","1","9","5","4","-2"
"137351","University of South Florida-Main Campus","2014","Tenured total","698","457","241","4","2","2","52","43","9","33","17","16","31","19","12","0","0","0","495","321","174","1","1","0","0","0","0","82","54","28","-2"
"137351","University of South Florida-Main Campus","2014","Tenured, professors","369","270","99","4","2","2","34","32","2","9","8","1","18","13","5","0","0","0","282","195","87","1","1","0","0","0","0","21","19","2","-2"
"137351","University of South Florida-Main Campus","2014","Tenured, associate professors","326","185","141","0","0","0","18","11","7","24","9","15","13","6","7","0","0","0","211","125","86","0","0","0","0","0","0","60","34","26","-2"
"137351","University of South Florida-Main Campus","2014","Tenured, assistant professors","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","1","0","-2"
"137351","University of South Florida-Main Campus","2014","On-Tenure track total","289","153","136","0","0","0","19","9","10","21","9","12","13","6","7","0","0","0","142","70","72","2","0","2","0","0","0","92","59","33","-2"
"137351","University of South Florida-Main Campus","2014","On-tenure track, professors","10","10","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","2","2","0","-2"
"137351","University of South Florida-Main Campus","2014","On-tenure track, associate professors","24","21","3","0","0","0","2","2","0","1","0","1","1","1","0","0","0","0","15","13","2","0","0","0","0","0","0","5","5","0","-2"
"137351","University of South Florida-Main Campus","2014","On-tenure track, assistant professors","252","121","131","0","0","0","15","5","10","19","8","11","12","5","7","0","0","0","120","51","69","2","0","2","0","0","0","84","52","32","-2"
"137351","University of South Florida-Main Campus","2014","On-tenure track, instructors","3","1","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","-2"
"137351","University of South Florida-Main Campus","2014","Not on tenure track/No tenure system system total","614","289","325","1","1","0","33","15","18","21","10","11","63","36","27","0","0","0","414","185","229","2","1","1","0","0","0","80","41","39","-2"
"137351","University of South Florida-Main Campus","2014","Not on tenure/no tenure system, professors","37","29","8","0","0","0","2","2","0","1","1","0","2","2","0","0","0","0","32","24","8","0","0","0","0","0","0","0","0","0","-2"
"137351","University of South Florida-Main Campus","2014","Not on tenure/no tenure system, associate professors","66","32","34","0","0","0","4","2","2","2","0","2","8","4","4","0","0","0","45","21","24","0","0","0","0","0","0","7","5","2","-2"
"137351","University of South Florida-Main Campus","2014","Not on tenure/no tenure system, assistant professors","235","125","110","1","1","0","23","9","14","10","4","6","35","24","11","0","0","0","127","64","63","0","0","0","0","0","0","39","23","16","-2"
"137351","University of South Florida-Main Campus","2014","Not on tenure/no tenure system, instructors","274","102","172","0","0","0","4","2","2","8","5","3","18","6","12","0","0","0","208","75","133","2","1","1","0","0","0","34","13","21","-2"
"137351","University of South Florida-Main Campus","2014","Not on tenure/no tenure system, lecturers","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Tenured total","701","570","131","0","0","0","158","129","29","20","16","4","20","16","4","0","0","0","500","407","93","0","0","0","1","0","1","2","2","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Tenured, professors","432","372","60","0","0","0","99","88","11","8","6","2","11","10","1","0","0","0","313","267","46","0","0","0","0","0","0","1","1","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Tenured, associate professors","269","198","71","0","0","0","59","41","18","12","10","2","9","6","3","0","0","0","187","140","47","0","0","0","1","0","1","1","1","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","On-Tenure track total","214","156","58","0","0","0","58","42","16","4","3","1","11","8","3","0","0","0","127","89","38","2","2","0","2","2","0","10","10","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","On-tenure track, professors","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","1","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","On-tenure track, associate professors","19","16","3","0","0","0","13","12","1","0","0","0","1","0","1","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","On-tenure track, assistant professors","191","137","54","0","0","0","45","30","15","4","3","1","10","8","2","0","0","0","119","83","36","2","2","0","2","2","0","9","9","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","On-tenure track, instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Not on tenure track/No tenure system system total","120","56","64","0","0","0","9","5","4","4","2","2","2","0","2","0","0","0","94","45","49","1","0","1","4","1","3","6","3","3","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Not on tenure/no tenure system, assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Not on tenure/no tenure system, instructors","41","13","28","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","35","11","24","0","0","0","1","0","1","4","2","2","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Not on tenure/no tenure system, lecturers","64","29","35","0","0","0","8","4","4","2","1","1","2","0","2","0","0","0","47","22","25","1","0","1","2","1","1","2","1","1","-2"
"139755","Georgia Institute of Technology-Main Campus","2014","Not on tenure/no tenure system, no academic rank","14","13","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","11","11","0","0","0","0","1","0","1","0","0","0","-2"
"139959","University of Georgia","2014","Tenured total","1222","840","382","4","2","2","110","82","28","79","41","38","44","28","16","0","0","0","969","677","292","6","4","2","10","6","4","0","0","0","-2"
"139959","University of Georgia","2014","Tenured, professors","710","534","176","4","2","2","45","36","9","42","24","18","21","15","6","0","0","0","588","450","138","4","3","1","6","4","2","0","0","0","-2"
"139959","University of Georgia","2014","Tenured, associate professors","511","305","206","0","0","0","65","46","19","37","17","20","23","13","10","0","0","0","380","226","154","2","1","1","4","2","2","0","0","0","-2"
"139959","University of Georgia","2014","Tenured, assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"139959","University of Georgia","2014","On-Tenure track total","387","214","173","1","1","0","57","37","20","16","5","11","21","11","10","0","0","0","263","145","118","2","1","1","14","5","9","13","9","4","-2"
"139959","University of Georgia","2014","On-tenure track, professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"139959","University of Georgia","2014","On-tenure track, associate professors","22","16","6","0","0","0","5","4","1","0","0","0","1","0","1","0","0","0","14","12","2","1","0","1","1","0","1","0","0","0","-2"
"139959","University of Georgia","2014","On-tenure track, assistant professors","363","197","166","1","1","0","52","33","19","16","5","11","20","11","9","0","0","0","247","132","115","1","1","0","13","5","8","13","9","4","-2"
"139959","University of Georgia","2014","Not on tenure track/No tenure system system total","299","128","171","2","0","2","16","5","11","14","3","11","5","0","5","0","0","0","249","116","133","3","1","2","6","1","5","4","2","2","-2"
"139959","University of Georgia","2014","Not on tenure/no tenure system, professors","11","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","4","0","0","0","0","0","0","0","0","0","-2"
"139959","University of Georgia","2014","Not on tenure/no tenure system, associate professors","23","13","10","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","21","12","9","0","0","0","0","0","0","0","0","0","-2"
"139959","University of Georgia","2014","Not on tenure/no tenure system, assistant professors","55","17","38","1","0","1","5","1","4","3","0","3","1","0","1","0","0","0","40","15","25","1","0","1","2","0","2","2","1","1","-2"
"139959","University of Georgia","2014","Not on tenure/no tenure system, instructors","54","23","31","1","0","1","1","1","0","0","0","0","2","0","2","0","0","0","47","21","26","1","0","1","1","1","0","1","0","1","-2"
"139959","University of Georgia","2014","Not on tenure/no tenure system, lecturers","156","68","88","0","0","0","9","2","7","10","3","7","2","0","2","0","0","0","130","61","69","1","1","0","3","0","3","1","1","0","-2"
"140720","Paine College","2014","Tenured total","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"140720","Paine College","2014","Tenured, professors","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"140720","Paine College","2014","Tenured, associate professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"140720","Paine College","2014","On-Tenure track total","34","22","12","0","0","0","3","3","0","21","12","9","1","1","0","0","0","0","5","3","2","2","1","1","0","0","0","2","2","0","-2"
"140720","Paine College","2014","On-tenure track, associate professors","7","4","3","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"140720","Paine College","2014","On-tenure track, assistant professors","27","18","9","0","0","0","3","3","0","17","11","6","1","1","0","0","0","0","2","0","2","2","1","1","0","0","0","2","2","0","-2"
"140720","Paine College","2014","Not on tenure track/No tenure system system total","12","7","5","0","0","0","0","0","0","8","5","3","0","0","0","0","0","0","1","0","1","2","1","1","0","0","0","1","1","0","-2"
"140720","Paine College","2014","Not on tenure/no tenure system, associate professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"140720","Paine College","2014","Not on tenure/no tenure system, assistant professors","7","5","2","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","-2"
"140720","Paine College","2014","Not on tenure/no tenure system, instructors","4","1","3","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"140960","Savannah State University","2014","Tenured total","52","35","17","0","0","0","15","12","3","27","19","8","0","0","0","0","0","0","9","4","5","0","0","0","0","0","0","1","0","1","-2"
"140960","Savannah State University","2014","Tenured, professors","25","19","6","0","0","0","8","7","1","14","10","4","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"140960","Savannah State University","2014","Tenured, associate professors","23","13","10","0","0","0","7","5","2","10","7","3","0","0","0","0","0","0","5","1","4","0","0","0","0","0","0","1","0","1","-2"
"140960","Savannah State University","2014","Tenured, assistant professors","4","3","1","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"140960","Savannah State University","2014","On-Tenure track total","73","41","32","0","0","0","6","6","0","24","10","14","2","2","0","0","0","0","20","11","9","0","0","0","2","1","1","19","11","8","-2"
"140960","Savannah State University","2014","On-tenure track, professors","2","2","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"140960","Savannah State University","2014","On-tenure track, associate professors","14","7","7","0","0","0","2","2","0","3","2","1","0","0","0","0","0","0","7","3","4","0","0","0","0","0","0","2","0","2","-2"
"140960","Savannah State University","2014","On-tenure track, assistant professors","57","32","25","0","0","0","3","3","0","20","7","13","2","2","0","0","0","0","13","8","5","0","0","0","2","1","1","17","11","6","-2"
"140960","Savannah State University","2014","Not on tenure track/No tenure system system total","76","31","45","0","0","0","6","4","2","31","10","21","3","2","1","0","0","0","29","12","17","1","0","1","3","1","2","3","2","1","-2"
"140960","Savannah State University","2014","Not on tenure/no tenure system, associate professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"140960","Savannah State University","2014","Not on tenure/no tenure system, assistant professors","8","3","5","0","0","0","1","1","0","3","0","3","1","1","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"140960","Savannah State University","2014","Not on tenure/no tenure system, instructors","54","24","30","0","0","0","5","3","2","19","8","11","2","1","1","0","0","0","22","10","12","1","0","1","2","0","2","3","2","1","-2"
"140960","Savannah State University","2014","Not on tenure/no tenure system, lecturers","11","3","8","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","3","0","3","0","0","0","1","1","0","0","0","0","-2"
"140960","Savannah State University","2014","Not on tenure/no tenure system, no academic rank","2","0","2","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"141574","University of Hawaii at Manoa","2014","Tenured total","767","484","283","1","1","0","202","123","79","4","1","3","14","7","7","31","10","21","489","329","160","3","0","3","0","0","0","23","13","10","-2"
"141574","University of Hawaii at Manoa","2014","Tenured, professors","443","317","126","1","1","0","100","74","26","2","1","1","4","2","2","14","4","10","313","230","83","2","0","2","0","0","0","7","5","2","-2"
"141574","University of Hawaii at Manoa","2014","Tenured, associate professors","321","166","155","0","0","0","100","48","52","2","0","2","10","5","5","17","6","11","175","99","76","1","0","1","0","0","0","16","8","8","-2"
"141574","University of Hawaii at Manoa","2014","Tenured, assistant professors","3","1","2","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"141574","University of Hawaii at Manoa","2014","On-Tenure track total","234","108","126","1","0","1","46","23","23","7","4","3","5","3","2","22","8","14","101","54","47","11","3","8","0","0","0","41","13","28","-2"
"141574","University of Hawaii at Manoa","2014","On-tenure track, professors","5","4","1","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","-2"
"141574","University of Hawaii at Manoa","2014","On-tenure track, associate professors","9","2","7","0","0","0","0","0","0","1","0","1","0","0","0","2","1","1","4","1","3","0","0","0","0","0","0","2","0","2","-2"
"141574","University of Hawaii at Manoa","2014","On-tenure track, assistant professors","220","102","118","1","0","1","43","20","23","6","4","2","5","3","2","20","7","13","96","52","44","10","3","7","0","0","0","39","13","26","-2"
"141574","University of Hawaii at Manoa","2014","Not on tenure track/No tenure system system total","247","91","156","1","0","1","73","20","53","3","0","3","9","4","5","29","9","20","108","49","59","9","1","8","0","0","0","15","8","7","-2"
"141574","University of Hawaii at Manoa","2014","Not on tenure/no tenure system, professors","14","11","3","0","0","0","5","3","2","0","0","0","0","0","0","1","1","0","7","6","1","0","0","0","0","0","0","1","1","0","-2"
"141574","University of Hawaii at Manoa","2014","Not on tenure/no tenure system, associate professors","29","15","14","0","0","0","11","4","7","0","0","0","0","0","0","1","0","1","17","11","6","0","0","0","0","0","0","0","0","0","-2"
"141574","University of Hawaii at Manoa","2014","Not on tenure/no tenure system, assistant professors","75","23","52","0","0","0","22","6","16","1","0","1","4","1","3","7","2","5","33","11","22","3","0","3","0","0","0","5","3","2","-2"
"141574","University of Hawaii at Manoa","2014","Not on tenure/no tenure system, instructors","129","42","87","1","0","1","35","7","28","2","0","2","5","3","2","20","6","14","51","21","30","6","1","5","0","0","0","9","4","5","-2"
"141644","Hawaii Pacific University","2014","Tenured total","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Tenured, professors","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Tenured, associate professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Not on tenure track/No tenure system system total","177","89","88","2","0","2","39","18","21","1","0","1","5","2","3","4","1","3","114","64","50","12","4","8","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Not on tenure/no tenure system, professors","27","17","10","1","0","1","3","3","0","0","0","0","1","1","0","1","0","1","20","13","7","1","0","1","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Not on tenure/no tenure system, associate professors","53","28","25","1","0","1","13","6","7","0","0","0","0","0","0","0","0","0","32","18","14","7","4","3","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Not on tenure/no tenure system, assistant professors","53","20","33","0","0","0","12","3","9","0","0","0","2","0","2","1","0","1","35","17","18","3","0","3","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Not on tenure/no tenure system, instructors","27","14","13","0","0","0","5","3","2","0","0","0","2","1","1","2","1","1","17","9","8","1","0","1","0","0","0","0","0","0","-2"
"141644","Hawaii Pacific University","2014","Not on tenure/no tenure system, lecturers","17","10","7","0","0","0","6","3","3","1","0","1","0","0","0","0","0","0","10","7","3","0","0","0","0","0","0","0","0","0","-2"
"142115","Boise State University","2014","Tenured total","372","215","157","3","1","2","17","13","4","2","2","0","10","5","5","0","0","0","329","185","144","2","2","0","0","0","0","9","7","2","-2"
"142115","Boise State University","2014","Tenured, professors","161","105","56","3","1","2","7","6","1","0","0","0","2","2","0","0","0","0","147","94","53","1","1","0","0","0","0","1","1","0","-2"
"142115","Boise State University","2014","Tenured, associate professors","201","106","95","0","0","0","10","7","3","2","2","0","8","3","5","0","0","0","172","87","85","1","1","0","0","0","0","8","6","2","-2"
"142115","Boise State University","2014","Tenured, assistant professors","10","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","4","6","0","0","0","0","0","0","0","0","0","-2"
"142115","Boise State University","2014","On-Tenure track total","117","62","55","0","0","0","11","7","4","1","1","0","5","2","3","0","0","0","89","43","46","0","0","0","0","0","0","11","9","2","-2"
"142115","Boise State University","2014","On-tenure track, associate professors","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"142115","Boise State University","2014","On-tenure track, assistant professors","113","59","54","0","0","0","10","6","4","1","1","0","5","2","3","0","0","0","86","41","45","0","0","0","0","0","0","11","9","2","-2"
"142115","Boise State University","2014","On-tenure track, lecturers","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"142115","Boise State University","2014","Not on tenure track/No tenure system system total","189","73","116","1","1","0","9","2","7","0","0","0","4","2","2","1","1","0","168","64","104","1","0","1","0","0","0","5","3","2","-2"
"142115","Boise State University","2014","Not on tenure/no tenure system, associate professors","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"142115","Boise State University","2014","Not on tenure/no tenure system, assistant professors","31","9","22","0","0","0","1","0","1","0","0","0","2","0","2","1","1","0","24","6","18","0","0","0","0","0","0","3","2","1","-2"
"142115","Boise State University","2014","Not on tenure/no tenure system, instructors","7","5","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","-2"
"142115","Boise State University","2014","Not on tenure/no tenure system, lecturers","133","54","79","1","1","0","7","1","6","0","0","0","2","2","0","0","0","0","121","49","72","1","0","1","0","0","0","1","1","0","-2"
"142115","Boise State University","2014","Not on tenure/no tenure system, no academic rank","14","4","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","4","9","0","0","0","0","0","0","1","0","1","-2"
"142294","The College of Idaho","2014","Tenured total","36","23","13","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","32","23","9","0","0","0","1","0","1","1","0","1","-2"
"142294","The College of Idaho","2014","Tenured, professors","25","16","9","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","23","16","7","0","0","0","0","0","0","0","0","0","-2"
"142294","The College of Idaho","2014","Tenured, associate professors","11","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","2","0","0","0","1","0","1","1","0","1","-2"
"142294","The College of Idaho","2014","On-Tenure track total","18","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","8","9","0","0","0","0","0","0","1","0","1","-2"
"142294","The College of Idaho","2014","On-tenure track, professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"142294","The College of Idaho","2014","On-tenure track, associate professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"142294","The College of Idaho","2014","On-tenure track, assistant professors","16","6","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","6","9","0","0","0","0","0","0","1","0","1","-2"
"142294","The College of Idaho","2014","Not on tenure track/No tenure system system total","30","19","11","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","26","15","11","0","0","0","0","0","0","1","1","0","-2"
"142294","The College of Idaho","2014","Not on tenure/no tenure system, assistant professors","12","8","4","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","10","6","4","0","0","0","0","0","0","0","0","0","-2"
"142294","The College of Idaho","2014","Not on tenure/no tenure system, instructors","15","8","7","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","14","7","7","0","0","0","0","0","0","0","0","0","-2"
"142294","The College of Idaho","2014","Not on tenure/no tenure system, no academic rank","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","1","1","0","-2"
"144050","University of Chicago","2014","Tenured total","799","603","196","0","0","0","92","79","13","25","19","6","25","21","4","0","0","0","645","476","169","6","5","1","0","0","0","6","3","3","-2"
"144050","University of Chicago","2014","Tenured, professors","623","493","130","0","0","0","67","63","4","15","11","4","18","15","3","0","0","0","515","398","117","3","3","0","0","0","0","5","3","2","-2"
"144050","University of Chicago","2014","Tenured, associate professors","176","110","66","0","0","0","25","16","9","10","8","2","7","6","1","0","0","0","130","78","52","3","2","1","0","0","0","1","0","1","-2"
"144050","University of Chicago","2014","On-Tenure track total","280","197","83","0","0","0","37","23","14","8","4","4","6","4","2","0","0","0","191","142","49","5","4","1","0","0","0","33","20","13","-2"
"144050","University of Chicago","2014","On-tenure track, professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"144050","University of Chicago","2014","On-tenure track, associate professors","42","32","10","0","0","0","4","4","0","1","0","1","0","0","0","0","0","0","32","24","8","0","0","0","0","0","0","5","4","1","-2"
"144050","University of Chicago","2014","On-tenure track, assistant professors","232","161","71","0","0","0","33","19","14","7","4","3","6","4","2","0","0","0","157","117","40","5","4","1","0","0","0","24","13","11","-2"
"144050","University of Chicago","2014","On-tenure track, instructors","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","2","1","-2"
"144050","University of Chicago","2014","Not on tenure track/No tenure system system total","925","534","391","0","0","0","180","106","74","34","11","23","14","8","6","0","0","0","623","368","255","5","1","4","1","0","1","68","40","28","-2"
"144050","University of Chicago","2014","Not on tenure/no tenure system, professors","183","139","44","0","0","0","19","12","7","6","3","3","1","0","1","0","0","0","153","120","33","0","0","0","0","0","0","4","4","0","-2"
"144050","University of Chicago","2014","Not on tenure/no tenure system, associate professors","185","111","74","0","0","0","44","31","13","9","4","5","3","1","2","0","0","0","126","74","52","1","0","1","0","0","0","2","1","1","-2"
"144050","University of Chicago","2014","Not on tenure/no tenure system, assistant professors","280","140","140","0","0","0","77","44","33","15","3","12","4","3","1","0","0","0","172","85","87","3","1","2","0","0","0","9","4","5","-2"
"144050","University of Chicago","2014","Not on tenure/no tenure system, instructors","86","60","26","0","0","0","7","6","1","0","0","0","0","0","0","0","0","0","43","27","16","0","0","0","0","0","0","36","27","9","-2"
"144050","University of Chicago","2014","Not on tenure/no tenure system, lecturers","145","63","82","0","0","0","17","7","10","2","1","1","4","2","2","0","0","0","106","50","56","0","0","0","1","0","1","15","3","12","-2"
"144050","University of Chicago","2014","Not on tenure/no tenure system, no academic rank","46","21","25","0","0","0","16","6","10","2","0","2","2","2","0","0","0","0","23","12","11","1","0","1","0","0","0","2","1","1","-2"
"144865","College of DuPage","2014","Tenured total","212","112","100","1","1","0","17","7","10","9","4","5","5","3","2","0","0","0","180","97","83","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","Tenured, professors","149","77","72","1","1","0","14","6","8","7","3","4","1","0","1","0","0","0","126","67","59","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","Tenured, associate professors","43","23","20","0","0","0","3","1","2","2","1","1","3","2","1","0","0","0","35","19","16","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","Tenured, assistant professors","20","12","8","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","19","11","8","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","On-Tenure track total","68","33","35","0","0","0","4","3","1","2","1","1","1","0","1","0","0","0","61","29","32","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","On-tenure track, associate professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","On-tenure track, assistant professors","26","13","13","0","0","0","2","2","0","2","1","1","0","0","0","0","0","0","22","10","12","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","On-tenure track, instructors","40","19","21","0","0","0","2","1","1","0","0","0","1","0","1","0","0","0","37","18","19","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","Not on tenure track/No tenure system system total","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"144865","College of DuPage","2014","Not on tenure/no tenure system, assistant professors","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"145637","University of Illinois at Urbana-Champaign","2014","Tenured total","1288","917","371","5","2","3","196","149","47","53","28","25","65","43","22","1","1","0","945","679","266","12","6","6","6","6","0","5","3","2","-2"
"145637","University of Illinois at Urbana-Champaign","2014","Tenured, professors","783","603","180","2","1","1","92","79","13","26","16","10","33","23","10","0","0","0","616","471","145","5","4","1","6","6","0","3","3","0","-2"
