"unitid","institution name","year","S2014_IS.Instructional staff category","S2014_IS_RV.Grand total","S2014_IS_RV.Grand total men","S2014_IS_RV.Grand total women","S2014_IS_RV.American Indian or Alaska Native total","S2014_IS_RV.American Indian or Alaska Native men","S2014_IS_RV.American Indian or Alaska Native women","S2014_IS_RV.Asian total","S2014_IS_RV.Asian men","S2014_IS_RV.Asian women","S2014_IS_RV.Black or African American total","S2014_IS_RV.Black or African American men","S2014_IS_RV.Black or African American women","S2014_IS_RV.Hispanic or Latino total","S2014_IS_RV.Hispanic or Latino men","S2014_IS_RV.Hispanic or Latino women","S2014_IS_RV.Native Hawaiian or Other Pacific Islander total","S2014_IS_RV.Native Hawaiian or Other Pacific Islander men","S2014_IS_RV.Native Hawaiian or Other Pacific Islander women","S2014_IS_RV.White total","S2014_IS_RV.White men","S2014_IS_RV.White women","S2014_IS_RV.Two or more races total","S2014_IS_RV.Two or more races men","S2014_IS_RV.Two or more races women","S2014_IS_RV.Race/ethnicity unknown total","S2014_IS_RV.Race/ethnicity unknown men","S2014_IS_RV.Race/ethnicity unknown women","S2014_IS_RV.Nonresident alien total","S2014_IS_RV.Nonresident alien men","S2014_IS_RV.Nonresident alien women","IDX_HR"
"104179","University of Arizona","2014","On-tenure track, professors","6","6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","1","0","0","0","0","-2"
"104179","University of Arizona","2014","On-tenure track, associate professors","32","26","6","0","0","0","6","6","0","0","0","0","2","2","0","0","0","0","17","13","4","0","0","0","2","0","2","5","5","0","-2"
"104179","University of Arizona","2014","On-tenure track, assistant professors","292","159","133","5","2","3","34","23","11","7","4","3","24","9","15","0","0","0","147","74","73","3","1","2","37","21","16","35","25","10","-2"
"104179","University of Arizona","2014","Not on tenure track/No tenure system system total","378","187","191","4","2","2","20","9","11","8","4","4","40","19","21","0","0","0","261","125","136","6","3","3","25","14","11","14","11","3","-2"
"104179","University of Arizona","2014","Not on tenure/no tenure system, professors","32","19","13","0","0","0","3","1","2","0","0","0","1","1","0","0","0","0","25","16","9","1","0","1","1","0","1","1","1","0","-2"
"104179","University of Arizona","2014","Not on tenure/no tenure system, associate professors","39","17","22","0","0","0","3","3","0","2","1","1","3","1","2","0","0","0","29","10","19","1","1","0","1","1","0","0","0","0","-2"
"104179","University of Arizona","2014","Not on tenure/no tenure system, assistant professors","100","41","59","1","0","1","8","3","5","2","0","2","5","0","5","0","0","0","68","26","42","2","1","1","6","5","1","8","6","2","-2"
"104179","University of Arizona","2014","Not on tenure/no tenure system, instructors","72","36","36","1","1","0","2","0","2","1","0","1","16","11","5","0","0","0","45","20","25","0","0","0","5","2","3","2","2","0","-2"
"104179","University of Arizona","2014","Not on tenure/no tenure system, lecturers","128","70","58","2","1","1","4","2","2","3","3","0","15","6","9","0","0","0","88","50","38","2","1","1","11","5","6","3","2","1","-2"
"104179","University of Arizona","2014","Not on tenure/no tenure system, no academic rank","7","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0","1","1","0","0","0","0","-2"
"105330","Northern Arizona University","2014","Tenured total","445","266","179","12","5","7","18","10","8","8","6","2","25","10","15","1","1","0","362","222","140","2","2","0","11","7","4","6","3","3","-2"
"105330","Northern Arizona University","2014","Tenured, professors","271","169","102","7","4","3","7","3","4","5","4","1","14","5","9","0","0","0","225","145","80","1","1","0","8","5","3","4","2","2","-2"
"105330","Northern Arizona University","2014","Tenured, associate professors","174","97","77","5","1","4","11","7","4","3","2","1","11","5","6","1","1","0","137","77","60","1","1","0","3","2","1","2","1","1","-2"
"105330","Northern Arizona University","2014","On-Tenure track total","82","46","36","2","0","2","4","2","2","1","1","0","4","2","2","1","1","0","57","32","25","1","0","1","4","2","2","8","6","2","-2"
"105330","Northern Arizona University","2014","On-tenure track, associate professors","9","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","5","0","0","0","0","0","0","0","0","0","-2"
"105330","Northern Arizona University","2014","On-tenure track, assistant professors","73","42","31","2","0","2","4","2","2","1","1","0","4","2","2","1","1","0","48","28","20","1","0","1","4","2","2","8","6","2","-2"
"105330","Northern Arizona University","2014","Not on tenure track/No tenure system system total","516","206","310","6","2","4","11","2","9","10","2","8","40","16","24","2","0","2","399","160","239","8","1","7","22","13","9","18","10","8","-2"
"105330","Northern Arizona University","2014","Not on tenure/no tenure system, professors","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","-2"
"105330","Northern Arizona University","2014","Not on tenure/no tenure system, associate professors","38","8","30","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","32","7","25","1","0","1","1","0","1","0","0","0","-2"
"105330","Northern Arizona University","2014","Not on tenure/no tenure system, assistant professors","132","44","88","2","1","1","2","1","1","4","1","3","10","2","8","1","0","1","108","39","69","1","0","1","3","0","3","1","0","1","-2"
"105330","Northern Arizona University","2014","Not on tenure/no tenure system, instructors","91","39","52","0","0","0","4","0","4","0","0","0","7","4","3","1","0","1","66","27","39","3","1","2","4","3","1","6","4","2","-2"
"105330","Northern Arizona University","2014","Not on tenure/no tenure system, lecturers","249","111","138","4","1","3","5","1","4","6","1","5","19","9","10","0","0","0","187","83","104","3","0","3","14","10","4","11","6","5","-2"
"110404","California Institute of Technology","2014","Tenured total","241","198","43","0","0","0","22","19","3","4","3","1","5","5","0","0","0","0","210","171","39","0","0","0","0","0","0","0","0","0","-2"
"110404","California Institute of Technology","2014","Tenured, professors","241","198","43","0","0","0","22","19","3","4","3","1","5","5","0","0","0","0","210","171","39","0","0","0","0","0","0","0","0","0","-2"
"110404","California Institute of Technology","2014","On-Tenure track total","48","35","13","0","0","0","14","10","4","1","1","0","3","3","0","0","0","0","28","19","9","0","0","0","0","0","0","2","2","0","-2"
"110404","California Institute of Technology","2014","On-tenure track, associate professors","4","4","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110404","California Institute of Technology","2014","On-tenure track, assistant professors","44","31","13","0","0","0","13","9","4","1","1","0","2","2","0","0","0","0","26","17","9","0","0","0","0","0","0","2","2","0","-2"
"110404","California Institute of Technology","2014","Not on tenure track/No tenure system system total","35","20","15","0","0","0","3","0","3","0","0","0","4","3","1","0","0","0","20","12","8","0","0","0","0","0","0","8","5","3","-2"
"110404","California Institute of Technology","2014","Not on tenure/no tenure system, assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110404","California Institute of Technology","2014","Not on tenure/no tenure system, instructors","13","9","4","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","5","3","2","0","0","0","0","0","0","7","5","2","-2"
"110404","California Institute of Technology","2014","Not on tenure/no tenure system, lecturers","17","8","9","0","0","0","3","0","3","0","0","0","2","1","1","0","0","0","11","7","4","0","0","0","0","0","0","1","0","1","-2"
"110404","California Institute of Technology","2014","Not on tenure/no tenure system, no academic rank","4","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"110538","California State University-Chico","2014","Tenured total","317","186","131","1","1","0","27","19","8","6","2","4","12","9","3","0","0","0","261","150","111","2","2","0","7","3","4","1","0","1","-2"
"110538","California State University-Chico","2014","Tenured, professors","216","137","79","1","1","0","19","15","4","4","2","2","10","8","2","0","0","0","179","109","70","1","1","0","2","1","1","0","0","0","-2"
"110538","California State University-Chico","2014","Tenured, associate professors","98","49","49","0","0","0","8","4","4","2","0","2","2","1","1","0","0","0","79","41","38","1","1","0","5","2","3","1","0","1","-2"
"110538","California State University-Chico","2014","Tenured, assistant professors","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"110538","California State University-Chico","2014","Tenured, no academic rank","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110538","California State University-Chico","2014","On-Tenure track total","85","43","42","0","0","0","10","6","4","0","0","0","0","0","0","0","0","0","57","27","30","1","0","1","14","10","4","3","0","3","-2"
"110538","California State University-Chico","2014","On-tenure track, associate professors","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","2","2","0","0","0","0","-2"
"110538","California State University-Chico","2014","On-tenure track, assistant professors","80","39","41","0","0","0","10","6","4","0","0","0","0","0","0","0","0","0","54","25","29","1","0","1","12","8","4","3","0","3","-2"
"110538","California State University-Chico","2014","Not on tenure track/No tenure system system total","98","53","45","0","0","0","2","0","2","0","0","0","4","2","2","0","0","0","84","45","39","1","1","0","5","3","2","2","2","0","-2"
"110538","California State University-Chico","2014","Not on tenure/no tenure system, lecturers","98","53","45","0","0","0","2","0","2","0","0","0","4","2","2","0","0","0","84","45","39","1","1","0","5","3","2","2","2","0","-2"
"110635","University of California-Berkeley","2014","Tenured total","1157","818","339","1","0","1","150","102","48","37","26","11","68","49","19","1","1","0","844","602","242","3","0","3","43","32","11","10","6","4","-2"
"110635","University of California-Berkeley","2014","Tenured, professors","834","630","204","0","0","0","105","76","29","21","19","2","46","34","12","1","1","0","637","483","154","1","0","1","19","15","4","4","2","2","-2"
"110635","University of California-Berkeley","2014","Tenured, associate professors","309","179","130","1","0","1","43","25","18","16","7","9","21","14","7","0","0","0","196","112","84","2","0","2","24","17","7","6","4","2","-2"
"110635","University of California-Berkeley","2014","Tenured, lecturers","14","9","5","0","0","0","2","1","1","0","0","0","1","1","0","0","0","0","11","7","4","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2014","On-Tenure track total","225","138","87","0","0","0","22","8","14","5","0","5","12","6","6","0","0","0","77","50","27","8","4","4","63","43","20","38","27","11","-2"
"110635","University of California-Berkeley","2014","On-tenure track, professors","13","7","6","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","5","2","3","2","2","0","-2"
"110635","University of California-Berkeley","2014","On-tenure track, assistant professors","210","129","81","0","0","0","19","7","12","5","0","5","12","6","6","0","0","0","72","46","26","8","4","4","58","41","17","36","25","11","-2"
"110635","University of California-Berkeley","2014","On-tenure track, lecturers","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2014","Not on tenure track/No tenure system system total","290","139","151","1","1","0","53","20","33","5","1","4","11","6","5","1","0","1","158","74","84","4","3","1","20","12","8","37","22","15","-2"
"110635","University of California-Berkeley","2014","Not on tenure/no tenure system, professors","46","29","17","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","34","19","15","0","0","0","2","2","0","8","7","1","-2"
"110635","University of California-Berkeley","2014","Not on tenure/no tenure system, associate professors","21","8","13","0","0","0","6","3","3","2","0","2","2","1","1","0","0","0","7","2","5","0","0","0","3","1","2","1","1","0","-2"
"110635","University of California-Berkeley","2014","Not on tenure/no tenure system, assistant professors","32","20","12","1","1","0","8","3","5","0","0","0","0","0","0","0","0","0","14","8","6","0","0","0","2","2","0","7","6","1","-2"
"110635","University of California-Berkeley","2014","Not on tenure/no tenure system, instructors","10","4","6","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","2","1","1","1","0","1","-2"
"110635","University of California-Berkeley","2014","Not on tenure/no tenure system, lecturers","171","73","98","0","0","0","33","11","22","3","1","2","7","4","3","1","0","1","94","41","53","3","2","1","10","6","4","20","8","12","-2"
"110635","University of California-Berkeley","2014","Not on tenure/no tenure system, no academic rank","10","5","5","0","0","0","1","1","0","0","0","0","2","1","1","0","0","0","5","2","3","1","1","0","1","0","1","0","0","0","-2"
"110644","University of California-Davis","2014","Tenured total","1197","816","381","7","2","5","180","118","62","25","11","14","57","33","24","0","0","0","899","631","268","1","1","0","25","18","7","3","2","1","-2"
"110644","University of California-Davis","2014","Tenured, professors","905","652","253","4","1","3","121","91","30","15","7","8","36","22","14","0","0","0","714","520","194","1","1","0","12","9","3","2","1","1","-2"
"110644","University of California-Davis","2014","Tenured, associate professors","278","154","124","3","1","2","58","27","31","9","3","6","21","11","10","0","0","0","173","102","71","0","0","0","13","9","4","1","1","0","-2"
"110644","University of California-Davis","2014","Tenured, lecturers","14","10","4","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","12","9","3","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2014","On-Tenure track total","199","107","92","1","0","1","30","13","17","4","1","3","15","8","7","0","0","0","98","50","48","2","1","1","14","11","3","35","23","12","-2"
"110644","University of California-Davis","2014","On-tenure track, professors","2","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2014","On-tenure track, associate professors","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
