"unitid","institution name","year","S2010_F.Tenure status and academic rank of full-time instruction/research/public service staff","S2010_F_RV.Grand total","S2010_F_RV.Grand total men","S2010_F_RV.Grand total women","S2010_F_RV.American Indian or Alaska Native total","S2010_F_RV.American Indian or Alaska Native men","S2010_F_RV.American Indian or Alaska Native women","S2010_F_RV.Asian total","S2010_F_RV.Asian men","S2010_F_RV.Asian women","S2010_F_RV.Black or African American total","S2010_F_RV.Black or African American men","S2010_F_RV.Black or African American women","S2010_F_RV.Hispanic or Latino total","S2010_F_RV.Hispanic or Latino men","S2010_F_RV.Hispanic or Latino women","S2010_F_RV.Native Hawaiian or Other Pacific Islander total","S2010_F_RV.Native Hawaiian or Other Pacific Islander men","S2010_F_RV.Native Hawaiian or Other Pacific Islander women","S2010_F_RV.White total","S2010_F_RV.White men","S2010_F_RV.White women","S2010_F_RV.Two or more races total","S2010_F_RV.Two or more races men","S2010_F_RV.Two or more races women","S2010_F_RV.Race/ethnicity unknown total","S2010_F_RV.Race/ethnicity unknown men","S2010_F_RV.Race/ethnicity unknown women","S2010_F_RV.Nonresident alien total","S2010_F_RV.Nonresident alien men","S2010_F_RV.Nonresident alien women","IDX_HR"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Tenured, Professors","267","210","57","0","0","0","20","18","2","4","4","0","16","12","4","1","1","0","209","159","50","3","3","0","14","13","1","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","138","101","37","0","0","0","14","10","4","2","1","1","11","7","4","0","0","0","98","73","25","3","2","1","9","7","2","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Tenured, No academic rank","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Tenured total","409","315","94","0","0","0","34","28","6","6","5","1","27","19","8","1","1","0","310","235","75","6","5","1","24","21","3","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","29","21","8","0","0","0","5","3","2","2","1","1","1","1","0","0","0","0","19","14","5","0","0","0","0","0","0","2","2","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","166","93","73","2","1","1","7","1","6","3","1","2","10","8","2","0","0","0","125","71","54","2","2","0","6","3","3","11","6","5","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","196","114","82","2","1","1","12","4","8","5","2","3","11","9","2","0","0","0","145","85","60","2","2","0","6","3","3","13","8","5","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","121","69","52","0","0","0","3","2","1","1","1","0","6","5","1","0","0","0","105","59","46","1","1","0","4","1","3","1","0","1","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","121","69","52","0","0","0","3","2","1","1","1","0","6","5","1","0","0","0","105","59","46","1","1","0","4","1","3","1","0","1","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Tenured, Professors","16","11","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","15","11","4","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","5","5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Tenured, Assistant professors","4","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Tenured, Instructors","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Tenured, No academic rank","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Tenured total","30","25","5","0","0","0","1","0","1","1","1","0","1","1","0","0","0","0","27","23","4","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","11","10","1","0","0","0","1","1","0","0","0","0","2","1","1","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Lecturers","3","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","16","13","3","0","0","0","3","2","1","0","0","0","2","1","1","0","0","0","11","10","1","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","14","12","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","12","10","2","0","0","0","0","0","0","0","0","0","-2"
"111188","California State University Maritime Academy","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","14","12","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","12","10","2","0","0","0","0","0","0","0","0","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Tenured, Professors","107","78","29","0","0","0","7","3","4","3","3","0","2","2","0","0","0","0","94","69","25","0","0","0","0","0","0","1","1","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","69","44","25","1","1","0","3","3","0","1","0","1","2","0","2","0","0","0","59","37","22","1","1","0","0","0","0","2","2","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Tenured total","176","122","54","1","1","0","10","6","4","4","3","1","4","2","2","0","0","0","153","106","47","1","1","0","0","0","0","3","3","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","13","10","3","0","0","0","0","0","0","1","0","1","3","3","0","0","0","0","9","7","2","0","0","0","0","0","0","0","0","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","69","28","41","0","0","0","6","1","5","4","3","1","4","1","3","0","0","0","44","19","25","1","0","1","2","0","2","8","4","4","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","2","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","84","39","45","0","0","0","6","1","5","5","3","2","8","4","4","0","0","0","53","26","27","1","0","1","3","1","2","8","4","4","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","1","1","0","1","1","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","31","21","10","0","0","0","2","2","0","0","0","0","2","1","1","0","0","0","24","15","9","0","0","0","1","1","0","2","2","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","54","27","27","0","0","0","3","1","2","2","1","1","2","0","2","0","0","0","41","21","20","0","0","0","2","1","1","4","3","1","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","15","8","7","0","0","0","3","1","2","0","0","0","2","1","1","0","0","0","9","5","4","0","0","0","0","0","0","1","1","0","-2"
"111948","Chapman University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","110","66","44","0","0","0","8","4","4","2","1","1","6","2","4","0","0","0","82","49","33","0","0","0","4","3","1","8","7","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Tenured, Professors","52","41","11","1","1","0","2","2","0","3","1","2","2","2","0","0","0","0","43","35","8","0","0","0","0","0","0","1","0","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","33","24","9","0","0","0","4","3","1","0","0","0","2","2","0","0","0","0","27","19","8","0","0","0","0","0","0","0","0","0","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Tenured, Lecturers","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Tenured total","86","66","20","1","1","0","6","5","1","3","1","2","4","4","0","0","0","0","71","55","16","0","0","0","0","0","0","1","0","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","28","18","10","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","19","13","6","0","0","0","1","0","1","3","2","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","31","21","10","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","21","15","6","0","0","0","2","1","1","3","2","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","25","12","13","0","0","0","2","0","2","0","0","0","3","1","2","0","0","0","16","8","8","0","0","0","0","0","0","4","3","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","5","2","3","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","2","2","0","0","0","0","0","0","0","1","0","1","-2"
"112260","Claremont McKenna College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","34","16","18","0","0","0","2","0","2","1","0","1","4","1","3","0","0","0","22","12","10","0","0","0","0","0","0","5","3","2","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Tenured, Professors","210","153","57","0","0","0","17","14","3","8","6","2","14","6","8","0","0","0","152","114","38","2","1","1","17","12","5","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","110","60","50","1","0","1","12","7","5","7","6","1","16","8","8","0","0","0","71","37","34","1","1","0","2","1","1","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Tenured, Assistant professors","5","4","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Tenured total","325","217","108","1","0","1","30","22","8","15","12","3","31","15","16","0","0","0","226","153","73","3","2","1","19","13","6","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","11","5","6","0","0","0","2","0","2","1","0","1","1","0","1","0","0","0","5","4","1","0","0","0","2","1","1","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","84","31","53","0","0","0","8","2","6","3","1","2","10","3","7","0","0","0","56","24","32","3","0","3","1","0","1","3","1","2","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","95","36","59","0","0","0","10","2","8","4","1","3","11","3","8","0","0","0","61","28","33","3","0","3","3","1","2","3","1","2","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","21","7","14","0","0","0","2","1","1","1","0","1","1","0","1","0","0","0","15","6","9","0","0","0","2","0","2","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","37","21","16","0","0","0","3","1","2","2","1","1","3","2","1","0","0","0","27","16","11","0","0","0","1","1","0","1","0","1","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","40","13","27","0","0","0","5","0","5","5","3","2","6","3","3","0","0","0","24","7","17","0","0","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, No academic rank","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"117946","Loyola Marymount University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","101","43","58","0","0","0","10","2","8","9","5","4","11","6","5","0","0","0","67","29","38","0","0","0","3","1","2","1","0","1","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Tenured, Professors","85","55","30","0","0","0","7","2","5","2","1","1","9","5","4","0","0","0","52","34","18","4","3","1","11","10","1","0","0","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","43","21","22","0","0","0","8","3","5","1","1","0","5","3","2","0","0","0","22","9","13","1","1","0","6","4","2","0","0","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Tenured total","128","76","52","0","0","0","15","5","10","3","2","1","14","8","6","0","0","0","74","43","31","5","4","1","17","14","3","0","0","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","51","30","21","0","0","0","5","3","2","1","1","0","7","6","1","0","0","0","27","14","13","1","1","0","9","4","5","1","1","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","51","30","21","0","0","0","5","3","2","1","1","0","7","6","1","0","0","0","27","14","13","1","1","0","9","4","5","1","1","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","3","1","2","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"121345","Pomona College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","4","1","3","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-2"
"122296","Samuel Merritt University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","10","8","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","9","7","2","0","0","0","0","0","0","0","0","0","-2"
"122296","Samuel Merritt University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","13","3","10","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","11","2","9","0","0","0","0","0","0","0","0","0","-2"
"122296","Samuel Merritt University","2010","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","56","13","43","1","1","0","6","1","5","2","0","2","1","0","1","0","0","0","45","11","34","1","0","1","0","0","0","0","0","0","-2"
"122296","Samuel Merritt University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","9","0","9","0","0","0","2","0","2","1","0","1","0","0","0","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","-2"
"122296","Samuel Merritt University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","88","24","64","1","1","0","9","2","7","4","0","4","2","1","1","0","0","0","71","20","51","1","0","1","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Tenured, Professors","145","93","52","0","0","0","9","5","4","2","2","0","7","5","2","0","0","0","126","81","45","0","0","0","0","0","0","1","0","1","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","93","54","39","0","0","0","11","8","3","3","3","0","11","4","7","0","0","0","67","38","29","1","1","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Tenured, Assistant professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Tenured total","239","147","92","0","0","0","20","13","7","5","5","0","18","9","9","0","0","0","194","119","75","1","1","0","0","0","0","1","0","1","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","13","4","9","1","0","1","2","1","1","0","0","0","2","0","2","0","0","0","8","3","5","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","82","41","41","0","0","0","5","1","4","3","2","1","5","2","3","0","0","0","57","28","29","1","0","1","0","0","0","11","8","3","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","100","46","54","1","0","1","7","2","5","3","2","1","7","2","5","0","0","0","70","32","38","1","0","1","0","0","0","11","8","3","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","12","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","4","6","0","0","0","0","0","0","2","2","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","6","1","5","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","4","0","4","0","0","0","1","0","1","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","13","3","10","1","0","1","3","0","3","0","0","0","0","0","0","0","0","0","9","3","6","0","0","0","0","0","0","0","0","0","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","23","7","16","0","0","0","2","1","1","0","0","0","2","0","2","0","0","0","18","6","12","0","0","0","0","0","0","1","0","1","-2"
"122436","University of San Diego","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","54","17","37","1","0","1","5","1","4","1","1","0","2","0","2","0","0","0","41","13","28","0","0","0","1","0","1","3","2","1","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Tenured, Professors","129","83","46","0","0","0","8","5","3","5","0","5","7","4","3","1","1","0","103","70","33","3","2","1","0","0","0","2","1","1","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","104","52","52","1","0","1","11","4","7","6","3","3","10","6","4","0","0","0","70","34","36","4","3","1","0","0","0","2","2","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Tenured, Assistant professors","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Tenured total","237","137","100","1","0","1","19","9","10","11","3","8","17","10","7","1","1","0","177","106","71","7","5","2","0","0","0","4","3","1","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","9","5","4","0","0","0","1","1","0","1","0","1","1","1","0","0","0","0","5","2","3","1","1","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","70","20","50","0","0","0","10","3","7","4","1","3","8","4","4","0","0","0","42","9","33","2","1","1","0","0","0","4","2","2","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","80","26","54","0","0","0","11","4","7","5","1","4","9","5","4","0","0","0","48","12","36","3","2","1","0","0","0","4","2","2","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","13","7","6","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","9","4","5","2","2","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","45","25","20","1","1","0","8","3","5","2","0","2","5","4","1","0","0","0","27","16","11","0","0","0","0","0","0","2","1","1","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","18","6","12","1","0","1","3","0","3","0","0","0","0","0","0","0","0","0","13","5","8","1","1","0","0","0","0","0","0","0","-2"
"122612","University of San Francisco","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","77","39","38","2","1","1","12","4","8","3","0","3","5","4","1","0","0","0","50","26","24","3","3","0","0","0","0","2","1","1","-2"
"122728","William Jessup University","2010","Total full-time Instruction/research/public service, Tenured, Professors","6","2","4","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","-2"
"122728","William Jessup University","2010","Total full-time Instruction/research/public service, Tenured total","6","2","4","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","-2"
"122728","William Jessup University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"122728","William Jessup University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","6","3","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","-2"
"122728","William Jessup University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"122728","William Jessup University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","13","9","4","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","12","9","3","0","0","0","0","0","0","0","0","0","-2"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Tenured, Professors","142","106","36","0","0","0","10","9","1","0","0","0","9","8","1","0","0","0","122","88","34","1","1","0","0","0","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Tenured, Associate professors","139","81","58","0","0","0","16","8","8","6","3","3","15","8","7","0","0","0","101","61","40","0","0","0","1","1","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Tenured, Assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Tenured total","282","188","94","0","0","0","26","17","9","6","3","3","24","16","8","0","0","0","224","150","74","1","1","0","1","1","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","6","3","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","74","37","37","0","0","0","15","6","9","2","0","2","3","1","2","4","3","1","48","26","22","1","1","0","1","0","1","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","80","40","40","0","0","0","16","6","10","2","0","2","3","1","2","4","3","1","53","29","24","1","1","0","1","0","1","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","61","26","35","0","0","0","6","2","4","1","0","1","5","2","3","0","0","0","47","21","26","2","1","1","0","0","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, No academic rank","25","11","14","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","22","10","12","1","1","0","0","0","0","0","0","0","122931"
"122931","Santa Clara University","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","86","37","49","0","0","0","6","2","4","1","0","1","7","2","5","0","0","0","69","31","38","3","2","1","0","0","0","0","0","0","122931"
"123299","Shasta College","2010","Total full-time Instruction/research/public service, Tenured, Instructors","102","54","48","3","2","1","2","1","1","2","0","2","5","3","2","0","0","0","90","48","42","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2010","Total full-time Instruction/research/public service, Tenured total","102","54","48","3","2","1","2","1","1","2","0","2","5","3","2","0","0","0","90","48","42","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","21","14","7","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","18","11","7","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2010","Total full-time Instruction/research/public service, Non-tenured on tenure track total","21","14","7","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","18","11","7","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","18","7","11","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","16","5","11","0","0","0","0","0","0","0","0","0","-2"
"123299","Shasta College","2010","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","18","7","11","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","16","5","11","0","0","0","0","0","0","0","0","0","-2"
